RBG_CYC_66824_Nw_c0_41V_40C_C10C10_170627_622BNG_VC211_100DOD_127 (155723 Points)
Capacity (mAh)	Voltage (V)
174.2	3.9304
177.6	3.9465
180.9	3.9636
184.3	3.9815
187.6	4.0004
190.9	4.0206
194.3	4.0398
197.7	4.0575
201	4.0752
204.3	4.0925
206.5	4.0993
0	4.0919
3.4	4.0618
6.7	4.0404
10.1	4.02
13.4	3.998
16.8	3.9747
20.1	3.9518
23.4	3.9319
26.8	3.914
30.1	3.8969
33.5	3.8811
36.9	3.8653
40.2	3.8501
43.5	3.8346
46.9	3.8203
50.3	3.8054
53.6	3.7906
57	3.776
60.3	3.7617
63.6	3.7475
67	3.7341
70.3	3.7208
73.7	3.7081
77	3.696
80.4	3.6845
83.8	3.6737
87.1	3.6641
90.5	3.6545
93.8	3.6455
97.2	3.6371
100.5	3.6294
103.8	3.6216
107.2	3.6142
110.5	3.6067
113.9	3.599
117.3	3.5915
120.6	3.5844
124	3.5773
127.3	3.5698
130.7	3.5621
134	3.554
137.3	3.5453
140.7	3.537
144.1	3.5277
147.4	3.5162
150.8	3.5032
154.1	3.4905
157.4	3.4765
160.8	3.465
164.2	3.4579
167.5	3.452
170.8	3.4452
174.2	3.4384
177.6	3.4309
180.9	3.4232
184.3	3.4139
187.6	3.3999
190.9	3.3714
194	3.3314
194.3	3.3262
196.7	3.2862
197.7	3.2676
199.5	3.2276
201	3.1916
202.4	3.1516
203.7	3.1116
204.3	3.0877
205.3	3.0474
206.2	3.0068
206.3	3
0	3.0124
0.4	3.0524
1	3.0924
1.8	3.1324
2.7	3.1724
3.4	3.1975
4.6	3.2375
6.1	3.2775
6.7	3.2917
8.6	3.3317
10.1	3.3575
12.7	3.3975
13.4	3.4068
16.8	3.4393
20.1	3.452
23.4	3.4598
26.8	3.4669
30.1	3.474
33.5	3.4812
36.9	3.4886
40.2	3.4964
43.5	3.5057
46.9	3.5165
50.3	3.528
53.6	3.5404
57	3.5518
60.3	3.5639
63.6	3.5751
67	3.5853
70.3	3.5962
73.7	3.607
77	3.6145
80.4	3.621
83.8	3.6278
87.1	3.6346
90.5	3.6411
93.8	3.6476
97.2	3.6538
100.5	3.6604
103.8	3.6672
107.2	3.6746
110.5	3.6821
113.9	3.6907
117.3	3.6994
120.6	3.7093
124	3.7196
127.3	3.7307
130.7	3.7425
134	3.7549
137.3	3.7682
140.7	3.7819
144.1	3.7958
147.4	3.8098
150.8	3.8244
154.1	3.8389
157.4	3.8538
160.8	3.869
164.2	3.8839
167.5	3.8994
170.8	3.9149
174.2	3.931
177.6	3.9471
180.9	3.9639
184.3	3.9818
187.6	4.0008
190.9	4.0212
194.3	4.0401
197.7	4.0578
201	4.0755
204.3	4.0931
206.4	4.0993
0	4.0916
3.4	4.0612
6.7	4.0407
10.1	4.0197
13.4	3.998
16.8	3.9744
20.1	3.9515
23.4	3.9316
26.8	3.914
30.1	3.8969
33.5	3.8808
36.9	3.8653
40.2	3.8501
43.5	3.8352
46.9	3.8203
50.3	3.8054
53.6	3.7909
57	3.776
60.3	3.7617
63.6	3.7478
67	3.7341
70.3	3.7208
73.7	3.7081
77	3.696
80.4	3.6845
83.8	3.674
87.1	3.6638
90.5	3.6545
93.8	3.6455
97.2	3.6371
100.5	3.6294
103.8	3.6219
107.2	3.6142
110.5	3.6067
113.9	3.599
117.3	3.5915
120.6	3.5844
124	3.5773
127.3	3.5698
130.7	3.5618
134	3.554
137.3	3.5453
140.7	3.537
144.1	3.5274
147.4	3.5159
150.8	3.5032
154.1	3.4902
157.4	3.4762
160.8	3.465
164.2	3.4579
167.5	3.4514
170.8	3.4449
174.2	3.4381
177.6	3.4309
180.9	3.4229
184.3	3.4136
187.6	3.3993
190.9	3.3702
193.9	3.3302
194.3	3.3246
196.6	3.2846
197.7	3.2651
199.5	3.2251
201	3.1885
202.4	3.1485
203.6	3.1085
204.3	3.0831
205.3	3.0431
206.2	3.0031
206.2	3
0	3.0121
0.4	3.0521
1	3.0921
1.7	3.1321
2.7	3.1721
3.4	3.1975
4.6	3.2375
6.1	3.2775
6.7	3.2917
8.6	3.3317
10.1	3.3575
12.7	3.3975
13.4	3.4071
16.8	3.4393
20.1	3.4526
23.4	3.4604
26.8	3.4672
30.1	3.474
33.5	3.4812
36.9	3.4886
40.2	3.4967
43.5	3.5057
46.9	3.5165
50.3	3.5283
53.6	3.5404
57	3.5518
60.3	3.5639
63.6	3.5751
67	3.5853
70.3	3.5962
73.7	3.607
77	3.6148
80.4	3.6213
83.8	3.6278
87.1	3.6346
90.5	3.6411
93.8	3.6476
97.2	3.6538
100.5	3.6607
103.8	3.6675
107.2	3.6746
110.5	3.6824
113.9	3.6907
117.3	3.6994
120.6	3.7096
124	3.7199
127.3	3.731
130.7	3.7428
134	3.7552
137.3	3.7682
140.7	3.7819
144.1	3.7961
147.4	3.8104
150.8	3.8247
154.1	3.8392
157.4	3.8541
160.8	3.8693
164.2	3.8842
167.5	3.8997
170.8	3.9152
174.2	3.931
177.6	3.9474
180.9	3.9642
184.3	3.9822
187.6	4.0011
190.9	4.0215
194.3	4.0404
197.7	4.0584
201	4.0761
204.3	4.0935
206.3	4.0993
0	4.0919
3.4	4.0618
6.7	4.0407
10.1	4.02
13.4	3.998
16.8	3.9744
20.1	3.9515
23.4	3.9316
26.8	3.914
30.1	3.8969
33.5	3.8808
36.9	3.8653
40.2	3.8501
43.5	3.8352
46.9	3.8203
50.3	3.8054
53.6	3.7906
57	3.776
60.3	3.7617
63.6	3.7475
67	3.7341
70.3	3.7208
73.7	3.7081
77	3.696
80.4	3.6845
83.8	3.6737
87.1	3.6638
90.5	3.6542
93.8	3.6455
97.2	3.6374
100.5	3.6294
103.8	3.6216
107.2	3.6142
110.5	3.6067
113.9	3.599
117.3	3.5915
120.6	3.5841
124	3.5773
127.3	3.5698
130.7	3.5618
134	3.5537
137.3	3.5453
140.7	3.5367
144.1	3.527
147.4	3.5156
150.8	3.5029
154.1	3.4898
157.4	3.4759
160.8	3.465
164.2	3.4579
167.5	3.4514
170.8	3.4449
174.2	3.4381
177.6	3.4309
180.9	3.4229
184.3	3.4136
187.6	3.399
190.9	3.3699
193.9	3.3299
194.3	3.324
196.6	3.284
197.7	3.2641
199.5	3.2238
201	3.187
202.4	3.147
203.6	3.107
204.3	3.0812
205.3	3.0412
206.2	3.0009
206.2	3
0	3.0121
0.4	3.0521
1	3.0921
1.7	3.1321
2.7	3.1721
3.4	3.1975
4.6	3.2375
6.1	3.2775
6.7	3.2921
8.6	3.3324
10.1	3.3575
12.7	3.3975
13.4	3.4071
16.8	3.4396
20.1	3.4526
23.4	3.4604
26.8	3.4672
30.1	3.4743
33.5	3.4812
36.9	3.4886
40.2	3.4967
43.5	3.5057
46.9	3.5168
50.3	3.5283
53.6	3.5404
57	3.5518
60.3	3.5642
63.6	3.5751
67	3.5856
70.3	3.5965
73.7	3.6073
77	3.6148
80.4	3.6213
83.8	3.6281
87.1	3.6346
90.5	3.6414
93.8	3.648
97.2	3.6542
100.5	3.6607
103.8	3.6675
107.2	3.6749
110.5	3.6827
113.9	3.691
117.3	3.7
120.6	3.71
124	3.7202
127.3	3.7313
130.7	3.7434
134	3.7558
137.3	3.7689
140.7	3.7825
144.1	3.7965
147.4	3.8107
150.8	3.825
154.1	3.8399
157.4	3.8547
160.8	3.8696
164.2	3.8848
167.5	3.9003
170.8	3.9158
174.2	3.9316
177.6	3.9481
180.9	3.9648
184.3	3.9828
187.6	4.0017
190.9	4.0221
194.3	4.0411
197.7	4.059
201	4.0767
204.3	4.0941
206.2	4.0993
0	4.0919
3.4	4.0618
6.7	4.0407
10.1	4.02
13.4	3.998
16.8	3.9741
20.1	3.9515
23.4	3.9316
26.8	3.914
30.1	3.8969
33.5	3.8808
36.9	3.8653
40.2	3.8498
43.5	3.8352
46.9	3.8203
50.3	3.8054
53.6	3.7906
57	3.776
60.3	3.7617
63.6	3.7475
67	3.7338
70.3	3.7208
73.7	3.7078
77	3.696
80.4	3.6845
83.8	3.6737
87.1	3.6638
90.5	3.6542
93.8	3.6452
97.2	3.6371
100.5	3.629
103.8	3.6213
107.2	3.6139
110.5	3.6061
113.9	3.5987
117.3	3.5912
120.6	3.5841
124	3.5766
127.3	3.5695
130.7	3.5615
134	3.5531
137.3	3.545
140.7	3.5363
144.1	3.527
147.4	3.5153
150.8	3.5022
154.1	3.4895
157.4	3.4756
160.8	3.4647
164.2	3.4576
167.5	3.4511
170.8	3.4446
174.2	3.4378
177.6	3.4306
180.9	3.4226
184.3	3.413
187.6	3.3984
190.9	3.3683
193.9	3.3283
194.3	3.3221
196.6	3.2821
197.7	3.262
199.5	3.222
201	3.1842
202.4	3.1442
203.6	3.1042
204.3	3.0769
205.3	3.0369
206.1	3
0	3.0118
0.4	3.0518
1	3.0918
1.7	3.1318
2.7	3.1721
3.4	3.1975
4.6	3.2375
6.1	3.2775
6.7	3.2917
8.6	3.3317
10.1	3.3575
12.7	3.3975
13.4	3.4071
16.8	3.4393
20.1	3.4526
23.4	3.4604
26.8	3.4672
30.1	3.474
33.5	3.4815
36.9	3.4886
40.2	3.4967
43.5	3.5057
46.9	3.5165
50.3	3.5283
53.6	3.5404
57	3.5518
60.3	3.5642
63.6	3.5751
67	3.5853
70.3	3.5962
73.7	3.6073
77	3.6148
80.4	3.6213
83.8	3.6278
87.1	3.6346
90.5	3.6414
93.8	3.648
97.2	3.6542
100.5	3.6607
103.8	3.6675
107.2	3.6746
110.5	3.6827
113.9	3.691
117.3	3.7
120.6	3.71
124	3.7202
127.3	3.7313
130.7	3.7434
134	3.7558
137.3	3.7689
140.7	3.7825
144.1	3.7965
147.4	3.8107
150.8	3.825
154.1	3.8399
157.4	3.8547
160.8	3.8696
164.2	3.8848
167.5	3.9
170.8	3.9158
174.2	3.9316
177.6	3.9481
180.9	3.9648
184.3	3.9828
187.6	4.0017
190.9	4.0218
194.3	4.0411
197.7	4.059
201	4.0767
204.3	4.0938
206.2	4.0993
0	4.0919
3.4	4.0618
6.7	4.0407
10.1	4.0197
13.4	3.9977
16.8	3.9741
20.1	3.9515
23.4	3.9316
26.8	3.914
30.1	3.8969
33.5	3.8811
36.9	3.8653
40.2	3.8501
43.5	3.8352
46.9	3.8203
50.3	3.8054
53.6	3.7906
57	3.776
60.3	3.7617
63.6	3.7475
67	3.7341
70.3	3.7208
73.7	3.7078
77	3.696
80.4	3.6845
83.8	3.674
87.1	3.6638
90.5	3.6542
93.8	3.6455
97.2	3.6371
100.5	3.629
103.8	3.6216
107.2	3.6142
110.5	3.6064
113.9	3.599
117.3	3.5915
120.6	3.5841
124	3.5773
127.3	3.5695
130.7	3.5618
134	3.5537
137.3	3.5453
140.7	3.5367
144.1	3.527
147.4	3.5156
150.8	3.5026
154.1	3.4898
157.4	3.4756
160.8	3.4647
164.2	3.4579
167.5	3.4511
170.8	3.4449
174.2	3.4381
177.6	3.4306
180.9	3.4226
184.3	3.4133
187.6	3.3987
190.9	3.3686
193.9	3.3286
194.3	3.3224
196.6	3.2821
197.7	3.2623
199.5	3.2223
201	3.1845
202.4	3.1445
203.6	3.1045
204.3	3.0772
205.3	3.0372
206.1	3
0	3.0124
0.4	3.0524
1	3.0924
1.8	3.1324
2.7	3.1724
3.4	3.1978
4.6	3.2378
6.1	3.2778
6.7	3.2921
8.6	3.3324
10.1	3.3578
12.7	3.3978
13.4	3.4071
16.8	3.4396
20.1	3.4526
23.4	3.4604
26.8	3.4672
30.1	3.4743
33.5	3.4815
36.9	3.4889
40.2	3.4967
43.5	3.506
46.9	3.5168
50.3	3.5283
53.6	3.5407
57	3.5522
60.3	3.5642
63.6	3.5754
67	3.5856
70.3	3.5968
73.7	3.6073
77	3.6148
80.4	3.6216
83.8	3.6281
87.1	3.6346
90.5	3.6414
93.8	3.648
97.2	3.6542
100.5	3.661
103.8	3.6678
107.2	3.6752
110.5	3.683
113.9	3.6914
117.3	3.7003
120.6	3.7106
124	3.7208
127.3	3.7317
130.7	3.7437
134	3.7568
137.3	3.7695
140.7	3.7831
144.1	3.7971
147.4	3.8116
150.8	3.8262
154.1	3.8405
157.4	3.8554
160.8	3.8705
164.2	3.8857
167.5	3.9009
170.8	3.9167
174.2	3.9329
177.6	3.949
180.9	3.966
184.3	3.984
187.6	4.0029
190.9	4.0231
194.3	4.0423
197.7	4.0603
201	4.0776
204.3	4.0953
205.9	4.0993
0	4.0916
3.4	4.0612
6.7	4.0404
10.1	4.0197
13.4	3.9973
16.8	3.9738
20.1	3.9512
23.4	3.9316
26.8	3.9136
30.1	3.8969
33.5	3.8808
36.9	3.865
40.2	3.8498
43.5	3.8346
46.9	3.82
50.3	3.8051
53.6	3.7903
57	3.7757
60.3	3.7614
63.6	3.7472
67	3.7338
70.3	3.7205
73.7	3.7078
77	3.6957
80.4	3.6839
83.8	3.6734
87.1	3.6635
90.5	3.6538
93.8	3.6452
97.2	3.6368
100.5	3.629
103.8	3.6213
107.2	3.6139
110.5	3.6061
113.9	3.5984
117.3	3.5912
120.6	3.5838
124	3.5766
127.3	3.5692
130.7	3.5615
134	3.5531
137.3	3.5447
140.7	3.5363
144.1	3.5264
147.4	3.515
150.8	3.5022
154.1	3.4892
157.4	3.4753
160.8	3.4644
164.2	3.4576
167.5	3.4511
170.8	3.4446
174.2	3.4378
177.6	3.4303
180.9	3.4223
184.3	3.4123
187.6	3.3978
190.9	3.3671
193.8	3.3271
194.3	3.3203
196.6	3.2803
197.7	3.2598
199.5	3.2198
201	3.1814
202.4	3.1414
203.6	3.1011
204.3	3.0726
205.3	3.0326
205.9	3
0	3.0124
0.4	3.0524
1	3.0924
1.8	3.1324
2.7	3.1724
3.4	3.1975
4.6	3.2375
6.1	3.2775
6.7	3.2917
8.6	3.3317
10.1	3.3575
12.7	3.3975
13.4	3.4071
16.8	3.4396
20.1	3.4526
23.4	3.4604
26.8	3.4672
30.1	3.4743
33.5	3.4815
36.9	3.4886
40.2	3.4967
43.5	3.506
46.9	3.5168
50.3	3.5283
53.6	3.5407
57	3.5518
60.3	3.5642
63.6	3.5754
67	3.5856
70.3	3.5965
73.7	3.6073
77	3.6151
80.4	3.6216
83.8	3.6281
87.1	3.6349
90.5	3.6414
93.8	3.6483
97.2	3.6548
100.5	3.661
103.8	3.6678
107.2	3.6752
110.5	3.683
113.9	3.6914
117.3	3.7003
120.6	3.7103
124	3.7208
127.3	3.732
130.7	3.7441
134	3.7565
137.3	3.7695
140.7	3.7831
144.1	3.7974
147.4	3.8116
150.8	3.8262
154.1	3.8405
157.4	3.8554
160.8	3.8705
164.2	3.8857
167.5	3.9012
170.8	3.9167
174.2	3.9326
177.6	3.949
180.9	3.966
184.3	3.9837
187.6	4.0029
190.9	4.0231
194.3	4.042
197.7	4.0603
201	4.0776
204.3	4.095
205.9	4.0993
0	4.0913
3.4	4.0609
6.7	4.0401
10.1	4.0194
13.4	3.997
16.8	3.9735
20.1	3.9508
23.4	3.9313
26.8	3.9136
30.1	3.8966
33.5	3.8805
36.9	3.865
40.2	3.8495
43.5	3.8346
46.9	3.82
50.3	3.8051
53.6	3.7903
57	3.7757
60.3	3.7614
63.6	3.7472
67	3.7338
70.3	3.7205
73.7	3.7075
77	3.6957
80.4	3.6839
83.8	3.6734
87.1	3.6635
90.5	3.6538
93.8	3.6452
97.2	3.6368
100.5	3.629
103.8	3.6213
107.2	3.6135
110.5	3.6061
113.9	3.5984
117.3	3.5909
120.6	3.5838
124	3.5763
127.3	3.5692
130.7	3.5608
134	3.5528
137.3	3.5447
140.7	3.5363
144.1	3.5264
147.4	3.515
150.8	3.5019
154.1	3.4889
157.4	3.4747
160.8	3.4644
164.2	3.4576
167.5	3.4508
170.8	3.4446
174.2	3.4375
177.6	3.43
180.9	3.4223
184.3	3.4123
187.6	3.3975
190.9	3.3668
193.8	3.3268
194.3	3.3196
196.6	3.2796
197.7	3.2595
199.5	3.2192
201	3.1808
202.4	3.1405
203.6	3.1005
204.3	3.0719
205.3	3.0319
205.9	3
0	3.0121
0.4	3.0521
1	3.0921
1.7	3.1321
2.7	3.1721
3.4	3.1975
4.6	3.2375
6.1	3.2775
6.7	3.2917
8.6	3.3317
10.1	3.3575
12.7	3.3975
13.4	3.4071
16.8	3.4393
20.1	3.4526
23.4	3.4604
26.8	3.4672
30.1	3.4743
33.5	3.4812
36.9	3.4886
40.2	3.4967
43.5	3.5057
46.9	3.5165
50.3	3.5283
53.6	3.5404
57	3.5518
60.3	3.5639
63.6	3.5751
67	3.5853
70.3	3.5965
73.7	3.607
77	3.6148
80.4	3.6213
83.8	3.6278
87.1	3.6346
90.5	3.6414
93.8	3.648
97.2	3.6542
100.5	3.6607
103.8	3.6678
107.2	3.6749
110.5	3.6827
113.9	3.691
117.3	3.7003
120.6	3.71
124	3.7205
127.3	3.7317
130.7	3.7437
134	3.7565
137.3	3.7692
140.7	3.7828
144.1	3.7971
147.4	3.8113
150.8	3.8259
154.1	3.8402
157.4	3.855
160.8	3.8702
164.2	3.8854
167.5	3.9006
170.8	3.9161
174.2	3.9322
177.6	3.9484
180.9	3.9651
184.3	3.9834
187.6	4.0023
190.9	4.0225
194.3	4.0417
197.7	4.06
201	4.0773
204.3	4.0947
206	4.099
0	4.0913
3.4	4.0609
6.7	4.0401
10.1	4.019
13.4	3.997
16.8	3.9732
20.1	3.9505
23.4	3.931
26.8	3.9136
30.1	3.8966
33.5	3.8805
36.9	3.865
40.2	3.8495
43.5	3.8346
46.9	3.8197
50.3	3.8048
53.6	3.7903
57	3.7757
60.3	3.7614
63.6	3.7472
67	3.7338
70.3	3.7205
73.7	3.7078
77	3.6957
80.4	3.6839
83.8	3.6734
87.1	3.6635
90.5	3.6538
93.8	3.6452
97.2	3.6368
100.5	3.6287
103.8	3.6213
107.2	3.6135
110.5	3.6061
113.9	3.5984
117.3	3.5909
120.6	3.5838
124	3.5763
127.3	3.5686
130.7	3.5608
134	3.5528
137.3	3.5447
140.7	3.536
144.1	3.5264
147.4	3.5146
150.8	3.5019
154.1	3.4889
157.4	3.4747
160.8	3.4644
164.2	3.4573
167.5	3.4508
170.8	3.4446
174.2	3.4375
177.6	3.4303
180.9	3.4223
184.3	3.4123
187.6	3.3978
190.9	3.3671
193.9	3.3271
194.3	3.3203
196.6	3.2803
197.7	3.2601
199.5	3.2201
201	3.1817
202.4	3.1417
203.6	3.1017
204.3	3.0732
205.3	3.0332
206	3
0	3.0121
0.4	3.0521
1	3.0921
1.7	3.1321
2.7	3.1721
3.4	3.1975
4.6	3.2375
6.1	3.2775
6.7	3.2917
8.6	3.3317
10.1	3.3575
12.7	3.3975
13.4	3.4068
16.8	3.4393
20.1	3.4526
23.4	3.4604
26.8	3.4672
30.1	3.474
33.5	3.4812
36.9	3.4886
40.2	3.4967
43.5	3.5057
46.9	3.5165
50.3	3.5283
53.6	3.5404
57	3.5518
60.3	3.5639
63.6	3.5751
67	3.5853
70.3	3.5965
73.7	3.607
77	3.6148
80.4	3.6216
83.8	3.6281
87.1	3.6346
90.5	3.6414
93.8	3.648
97.2	3.6542
100.5	3.6607
103.8	3.6675
107.2	3.6749
110.5	3.6827
113.9	3.691
117.3	3.7
120.6	3.7103
124	3.7205
127.3	3.7313
130.7	3.7437
134	3.7565
137.3	3.7692
140.7	3.7828
144.1	3.7971
147.4	3.8113
150.8	3.8259
154.1	3.8405
157.4	3.8554
160.8	3.8702
164.2	3.8854
167.5	3.9006
170.8	3.9164
174.2	3.9326
177.6	3.9487
180.9	3.9657
184.3	3.9834
187.6	4.0023
190.9	4.0228
194.3	4.042
197.7	4.06
201	4.0776
204.3	4.095
205.9	4.099
0	4.0913
3.4	4.0609
6.7	4.0401
10.1	4.019
13.4	3.9967
16.8	3.9729
20.1	3.9505
23.4	3.931
26.8	3.9133
30.1	3.8966
33.5	3.8805
36.9	3.865
40.2	3.8495
43.5	3.8343
46.9	3.8197
50.3	3.8048
53.6	3.7899
57	3.7757
60.3	3.7611
63.6	3.7472
67	3.7335
70.3	3.7202
73.7	3.7075
77	3.6954
80.4	3.6839
83.8	3.6731
87.1	3.6635
90.5	3.6535
93.8	3.6449
97.2	3.6365
100.5	3.6287
103.8	3.621
107.2	3.6135
110.5	3.6058
113.9	3.5984
117.3	3.5909
120.6	3.5835
124	3.576
127.3	3.5686
130.7	3.5605
134	3.5525
137.3	3.5444
140.7	3.5357
144.1	3.5261
147.4	3.514
150.8	3.5013
154.1	3.4883
157.4	3.474
160.8	3.4641
164.2	3.4573
167.5	3.4508
170.8	3.4443
174.2	3.4371
177.6	3.43
180.9	3.4219
184.3	3.4117
187.6	3.3965
190.9	3.3652
193.8	3.3252
194.3	3.3178
196.6	3.2778
197.7	3.2564
199.5	3.2164
201	3.177
202.4	3.137
203.6	3.097
204.3	3.0667
205.3	3.0267
205.8	3
0	3.0121
0.4	3.0521
1	3.0921
1.7	3.1321
2.7	3.1721
3.4	3.1975
4.6	3.2375
6.1	3.2775
6.7	3.2917
8.6	3.3317
10.1	3.3575
12.7	3.3975
13.4	3.4068
16.8	3.4393
20.1	3.4526
23.4	3.4604
26.8	3.4672
30.1	3.4743
33.5	3.4812
36.9	3.4886
40.2	3.4967
43.5	3.5057
46.9	3.5168
50.3	3.5283
53.6	3.5404
57	3.5518
60.3	3.5639
63.6	3.5751
67	3.5853
70.3	3.5965
73.7	3.607
77	3.6148
80.4	3.6213
83.8	3.6281
87.1	3.6346
90.5	3.6414
93.8	3.648
97.2	3.6542
100.5	3.661
103.8	3.6678
107.2	3.6752
110.5	3.683
113.9	3.6914
117.3	3.7003
120.6	3.7103
124	3.7208
127.3	3.732
130.7	3.7441
134	3.7568
137.3	3.7698
140.7	3.7834
144.1	3.7974
147.4	3.8116
150.8	3.8262
154.1	3.8408
157.4	3.8557
160.8	3.8709
164.2	3.886
167.5	3.9012
170.8	3.9167
174.2	3.9329
177.6	3.949
180.9	3.9663
184.3	3.984
187.6	4.0029
190.9	4.0234
194.3	4.0426
197.7	4.0606
201	4.078
204.3	4.0956
205.8	4.099
0	4.0913
3.4	4.0609
6.7	4.0401
10.1	4.019
13.4	3.9967
16.8	3.9729
20.1	3.9502
23.4	3.931
26.8	3.9133
30.1	3.8963
33.5	3.8802
36.9	3.8647
40.2	3.8492
43.5	3.8343
46.9	3.8194
50.3	3.8045
53.6	3.7899
57	3.7754
60.3	3.7611
63.6	3.7468
67	3.7329
70.3	3.7199
73.7	3.7072
77	3.6951
80.4	3.6836
83.8	3.6731
87.1	3.6625
90.5	3.6532
93.8	3.6445
97.2	3.6365
100.5	3.6284
103.8	3.6207
107.2	3.6132
110.5	3.6055
113.9	3.598
117.3	3.5903
120.6	3.5832
124	3.5757
127.3	3.5683
130.7	3.5602
134	3.5522
137.3	3.5441
140.7	3.5351
144.1	3.5255
147.4	3.5134
150.8	3.5007
154.1	3.4874
157.4	3.4734
160.8	3.4635
164.2	3.4567
167.5	3.4502
170.8	3.4433
174.2	3.4368
177.6	3.4294
180.9	3.4213
184.3	3.4111
187.6	3.395
190.9	3.3624
193.8	3.3224
194.3	3.3141
196.5	3.2741
197.7	3.2514
199.4	3.2114
201	3.1711
201	3.1702
202.3	3.1302
203.5	3.0902
204.3	3.0561
205.2	3.0161
205.5	3
0	3.0121
0.4	3.0521
1	3.0921
1.7	3.1321
2.7	3.1721
3.4	3.1975
4.6	3.2375
6.1	3.2775
6.7	3.2921
8.6	3.3324
10.1	3.3575
12.7	3.3975
13.4	3.4071
16.8	3.4396
20.1	3.4526
23.4	3.4604
26.8	3.4672
30.1	3.4743
33.5	3.4812
36.9	3.4892
40.2	3.4979
43.5	3.5072
46.9	3.5174
50.3	3.5289
53.6	3.5407
57	3.5522
60.3	3.5642
63.6	3.5751
67	3.5856
70.3	3.5962
73.7	3.607
77	3.6148
80.4	3.6213
83.8	3.6281
87.1	3.6349
90.5	3.6414
93.8	3.6483
97.2	3.6542
100.5	3.661
103.8	3.6678
107.2	3.6752
110.5	3.683
113.9	3.6914
117.3	3.7003
120.6	3.7106
124	3.7211
127.3	3.7326
130.7	3.7444
134	3.7571
137.3	3.7698
140.7	3.7837
144.1	3.7977
147.4	3.812
150.8	3.8268
154.1	3.8414
157.4	3.8563
160.8	3.8712
164.2	3.8864
167.5	3.9015
170.8	3.9174
174.2	3.9332
177.6	3.9496
180.9	3.9667
184.3	3.9843
187.6	4.0032
190.9	4.0237
194.3	4.0429
197.7	4.0609
201	4.0783
204.3	4.0959
205.7	4.099
0	4.0913
3.4	4.0609
6.7	4.0398
10.1	4.019
13.4	3.9964
16.8	3.9725
20.1	3.9502
23.4	3.9307
26.8	3.9127
30.1	3.8963
33.5	3.8802
36.9	3.8647
40.2	3.8495
43.5	3.8343
46.9	3.8197
50.3	3.8048
53.6	3.7899
57	3.7754
60.3	3.7611
63.6	3.7468
67	3.7335
70.3	3.7202
73.7	3.7072
77	3.6954
80.4	3.6836
83.8	3.6731
87.1	3.6631
90.5	3.6535
93.8	3.6449
97.2	3.6365
100.5	3.6284
103.8	3.621
107.2	3.6132
110.5	3.6055
113.9	3.598
117.3	3.5906
120.6	3.5832
124	3.576
127.3	3.5683
130.7	3.5602
134	3.5522
137.3	3.5441
140.7	3.5354
144.1	3.5258
147.4	3.5137
150.8	3.501
154.1	3.488
157.4	3.4737
160.8	3.4638
164.2	3.457
167.5	3.4505
170.8	3.4437
174.2	3.4371
177.6	3.4297
180.9	3.4216
184.3	3.4117
187.6	3.3959
190.9	3.364
193.8	3.324
194.3	3.3162
196.6	3.2762
197.7	3.2545
199.4	3.2145
201	3.1746
202.4	3.1346
203.5	3.0946
204.3	3.0629
205.3	3.0226
205.7	3
0	3.0121
0.4	3.0521
1	3.0921
1.7	3.1321
2.7	3.1721
3.4	3.1975
4.6	3.2375
6.1	3.2775
6.7	3.2917
8.6	3.3317
10.1	3.3575
12.7	3.3975
13.4	3.4068
16.8	3.4396
20.1	3.4526
23.4	3.4604
26.8	3.4672
30.1	3.4743
33.5	3.4815
36.9	3.4886
40.2	3.4967
43.5	3.5057
46.9	3.5165
50.3	3.5283
53.6	3.5404
57	3.5518
60.3	3.5642
63.6	3.5751
67	3.5853
70.3	3.5965
73.7	3.607
77	3.6148
80.4	3.6213
83.8	3.6278
87.1	3.6346
90.5	3.6414
93.8	3.6483
97.2	3.6548
100.5	3.661
103.8	3.6678
107.2	3.6752
110.5	3.683
113.9	3.6914
117.3	3.7007
120.6	3.7106
124	3.7211
127.3	3.732
130.7	3.7444
134	3.7571
137.3	3.7698
140.7	3.7834
144.1	3.7977
147.4	3.812
150.8	3.8265
154.1	3.8414
157.4	3.856
160.8	3.8712
164.2	3.8864
167.5	3.9015
170.8	3.9171
174.2	3.9332
177.6	3.9496
180.9	3.9667
184.3	3.9843
187.6	4.0032
190.9	4.0237
194.3	4.0429
197.7	4.0609
201	4.0783
204.3	4.0959
205.7	4.099
0	4.0913
3.4	4.0609
6.7	4.0401
10.1	4.019
13.4	3.9964
16.8	3.9725
20.1	3.9502
23.4	3.9307
26.8	3.9127
30.1	3.8963
33.5	3.8802
36.9	3.8647
40.2	3.8492
43.5	3.834
46.9	3.8194
50.3	3.8048
53.6	3.7899
57	3.7754
60.3	3.7611
63.6	3.7468
67	3.7329
70.3	3.7199
73.7	3.7072
77	3.6954
80.4	3.6836
83.8	3.6731
87.1	3.6631
90.5	3.6532
93.8	3.6445
97.2	3.6365
100.5	3.6284
103.8	3.6207
107.2	3.6132
110.5	3.6055
113.9	3.598
117.3	3.5906
120.6	3.5832
124	3.5757
127.3	3.568
130.7	3.5602
134	3.5522
137.3	3.5441
140.7	3.5354
144.1	3.5255
147.4	3.5134
150.8	3.5007
154.1	3.4877
157.4	3.4734
160.8	3.4635
164.2	3.457
167.5	3.4505
170.8	3.4437
174.2	3.4368
177.6	3.4297
