RBG_CYC_83755_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C5C5_0000_08_1 (269954 Points)
Capacity (mAh)	Voltage (V)
50.48	3.7841
53.84	3.7673
57.21	3.7509
60.57	3.7354
63.94	3.7199
67.3	3.7047
70.67	3.6904
74.03	3.6777
77.4	3.665
80.76	3.6535
84.13	3.6427
87.49	3.6328
90.86	3.6232
94.22	3.6142
97.59	3.6049
100.95	3.5962
104.32	3.5872
107.68	3.5788
111.05	3.5704
114.41	3.5621
117.78	3.5534
121.14	3.5438
124.51	3.5339
127.87	3.5218
131.24	3.5091
134.6	3.4951
137.97	3.4805
141.33	3.4709
144.7	3.4638
148.06	3.4567
151.43	3.4492
154.79	3.4412
158.16	3.4328
161.52	3.4235
164.89	3.4117
168.25	3.3919
171.62	3.3525
174.61	3.3023
174.98	3.2955
177.3	3.2455
178.35	3.2201
180.13	3.1699
181.63	3.1194
181.71	3.1175
182.93	3.0673
183.98	3.0168
184.29	2.9994
0	3.067
0.5	3.067
1.28	3.1175
2.31	3.168
3.38	3.2105
4.95	3.261
6.73	3.3088
9.07	3.359
10.1	3.3779
13.3	3.4281
13.46	3.43
16.83	3.4626
20.19	3.4737
23.56	3.4818
26.92	3.4895
30.29	3.4979
33.65	3.5053
37.02	3.5131
40.38	3.5215
43.75	3.5317
47.11	3.5429
50.48	3.5556
53.84	3.5677
57.21	3.5807
60.57	3.5925
63.94	3.6042
67.3	3.616
70.67	3.6272
74.03	3.6359
77.4	3.6442
80.76	3.6526
84.13	3.661
87.49	3.669
90.86	3.6774
94.22	3.6867
97.59	3.6963
100.95	3.7072
104.32	3.7186
107.68	3.731
111.05	3.7444
114.41	3.7583
117.78	3.7735
121.14	3.7887
124.51	3.8045
127.87	3.8203
131.24	3.8361
134.6	3.8523
137.97	3.8687
141.33	3.8848
144.7	3.9012
148.06	3.9177
151.43	3.9341
154.79	3.9512
158.16	3.9679
161.52	3.9856
164.89	4.0035
168.25	4.0215
171.62	4.0407
174.98	4.06
178.35	4.0798
181.69	4.0978
183.55	4.0978
184.13	4.0978
0	4.0919
3.37	4.0463
6.73	4.0194
10.1	3.9967
13.46	3.9763
16.83	3.9567
20.19	3.9381
23.56	3.9198
26.92	3.9025
30.29	3.8848
33.65	3.8678
37.02	3.8507
40.38	3.834
43.75	3.8172
47.11	3.8008
50.48	3.7841
53.84	3.7673
57.21	3.7512
60.57	3.7354
63.94	3.7199
67.3	3.705
70.67	3.6904
74.03	3.6774
77.4	3.6647
80.76	3.6532
84.13	3.6421
87.49	3.6325
90.86	3.6225
94.22	3.6139
97.59	3.6046
100.95	3.5959
104.32	3.5869
107.68	3.5785
111.05	3.5701
114.41	3.5615
117.78	3.5528
121.14	3.5432
124.51	3.5332
127.87	3.5212
131.24	3.5084
134.6	3.4945
137.97	3.4799
141.33	3.4709
144.7	3.4635
148.06	3.4564
151.43	3.4489
154.79	3.4409
158.16	3.4325
161.52	3.4229
164.89	3.4108
168.25	3.3906
171.62	3.3506
174.59	3.3004
174.98	3.293
177.29	3.2428
178.35	3.217
180.1	3.1668
181.58	3.1166
181.71	3.1122
182.92	3.0617
183.96	3.0109
184.16	2.9994
0	3.0171
0.5	3.0673
1.28	3.1175
2.3	3.1677
3.37	3.2093
4.9	3.2598
6.73	3.3076
9.04	3.3578
10.1	3.377
13.29	3.4272
13.46	3.4294
16.83	3.4623
20.19	3.4734
23.56	3.4818
26.92	3.4895
30.29	3.4976
33.65	3.5053
37.02	3.5131
40.38	3.5215
43.75	3.5314
47.11	3.5429
50.48	3.5553
53.84	3.5677
57.21	3.5804
60.57	3.5921
63.94	3.6039
67.3	3.6157
70.67	3.6269
74.03	3.6359
77.4	3.6442
80.76	3.6526
84.13	3.661
87.49	3.6687
90.86	3.6771
94.22	3.6864
97.59	3.6963
100.95	3.7072
104.32	3.7186
107.68	3.731
111.05	3.7444
114.41	3.7583
117.78	3.7732
121.14	3.7887
124.51	3.8042
127.87	3.8203
131.24	3.8361
134.6	3.8523
137.97	3.8687
141.33	3.8845
144.7	3.9012
148.06	3.9177
151.43	3.9341
154.79	3.9508
158.16	3.9679
161.52	3.9856
164.89	4.0035
168.25	4.0215
171.62	4.0404
174.98	4.06
178.35	4.0798
181.69	4.0978
183.54	4.0975
184.13	4.0975
0	4.0916
3.37	4.046
6.73	4.019
10.1	3.9964
13.46	3.976
16.83	3.9564
20.19	3.9378
23.56	3.9195
26.92	3.9022
30.29	3.8848
33.65	3.8674
37.02	3.8507
40.38	3.8337
43.75	3.8169
47.11	3.8005
50.48	3.7837
53.84	3.7673
57.21	3.7509
60.57	3.7354
63.94	3.7196
67.3	3.7047
70.67	3.6904
74.03	3.6771
77.4	3.6647
80.76	3.6529
84.13	3.6421
87.49	3.6321
90.86	3.6225
94.22	3.6135
97.59	3.6042
100.95	3.5956
104.32	3.5869
107.68	3.5785
111.05	3.5701
114.41	3.5615
117.78	3.5528
121.14	3.5432
124.51	3.5329
127.87	3.5208
131.24	3.5081
134.6	3.4942
137.97	3.4796
141.33	3.4706
144.7	3.4635
148.06	3.4564
151.43	3.4489
154.79	3.4409
158.16	3.4325
161.52	3.4229
164.89	3.4108
168.25	3.3903
171.62	3.3497
174.59	3.2995
174.98	3.2921
177.27	3.2421
178.35	3.2158
180.09	3.1656
181.57	3.1156
181.71	3.1107
182.91	3.0605
183.93	3.0099
184.12	2.9997
0	3.0171
0.5	3.0673
1.28	3.1175
2.31	3.168
3.37	3.2093
4.9	3.2595
6.73	3.3076
9.04	3.3578
10.1	3.377
13.28	3.4272
13.46	3.4294
16.83	3.4626
20.19	3.4737
23.56	3.4818
26.92	3.4895
30.29	3.4976
33.65	3.5053
37.02	3.5131
40.38	3.5215
43.75	3.5314
47.11	3.5429
50.48	3.5553
53.84	3.5677
57.21	3.5804
60.57	3.5921
63.94	3.6039
67.3	3.6157
70.67	3.6269
74.03	3.6359
77.4	3.6442
80.76	3.6526
84.13	3.661
87.49	3.669
90.86	3.6774
94.22	3.6867
97.59	3.6963
100.95	3.7072
104.32	3.7186
107.68	3.731
111.05	3.7447
114.41	3.7586
117.78	3.7735
121.14	3.7887
124.51	3.8042
127.87	3.8203
131.24	3.8361
134.6	3.8523
137.97	3.8687
141.33	3.8848
144.7	3.9012
148.06	3.9177
151.43	3.9341
154.79	3.9508
158.16	3.9679
161.52	3.9856
164.89	4.0035
168.25	4.0215
171.62	4.0407
174.98	4.06
178.35	4.0798
181.69	4.0978
183.54	4.0978
184.12	4.0978
0	4.0916
3.37	4.046
6.73	4.019
10.1	3.9967
13.46	3.9763
16.83	3.9567
20.19	3.9378
23.58	3.9198
26.94	3.9022
30.31	3.8845
33.67	3.8674
37.04	3.8504
40.4	3.8337
43.77	3.8169
47.13	3.8005
50.5	3.7837
53.86	3.7673
57.21	3.7509
60.57	3.7354
63.94	3.7199
67.3	3.7047
70.67	3.6904
74.03	3.6774
77.4	3.6647
80.76	3.6529
84.13	3.6421
87.49	3.6321
90.86	3.6225
94.22	3.6135
97.59	3.6046
100.95	3.5956
104.32	3.5869
107.68	3.5785
111.05	3.5701
114.41	3.5615
117.78	3.5528
121.14	3.5432
124.51	3.5329
127.87	3.5208
131.24	3.5081
134.6	3.4942
137.97	3.4799
141.33	3.4706
144.7	3.4635
148.06	3.4564
151.43	3.4489
154.79	3.4409
158.16	3.4325
161.52	3.4229
164.89	3.4108
168.25	3.3903
171.62	3.3497
174.57	3.2995
174.98	3.2917
177.29	3.2412
178.35	3.2149
180.1	3.1649
181.58	3.1147
181.71	3.1101
182.91	3.0598
183.93	3.0093
184.1	2.9994
0	3.0171
0.52	3.0679
1.3	3.1181
2.33	3.1684
3.37	3.2093
4.91	3.2598
6.73	3.3076
9.05	3.3578
10.1	3.3767
13.27	3.4269
13.46	3.4294
16.83	3.4626
20.19	3.4737
23.56	3.4818
26.92	3.4895
30.29	3.4976
33.65	3.5053
37.02	3.5131
40.38	3.5215
43.75	3.5314
47.11	3.5429
50.48	3.5556
53.84	3.5677
57.21	3.5807
60.57	3.5925
63.94	3.6039
67.3	3.616
70.67	3.6272
74.03	3.6359
77.4	3.6442
80.76	3.6526
84.13	3.661
87.49	3.669
90.86	3.6771
94.22	3.6867
97.59	3.6963
100.95	3.7072
104.32	3.7186
107.68	3.731
111.05	3.7447
114.41	3.7586
117.78	3.7735
121.14	3.7887
124.51	3.8045
127.87	3.8203
131.24	3.8364
134.6	3.8526
137.97	3.8687
141.33	3.8848
144.7	3.9012
148.06	3.9177
151.43	3.9341
154.79	3.9512
158.16	3.9682
161.52	3.9856
164.89	4.0035
168.25	4.0221
171.62	4.0407
174.98	4.0603
178.35	4.0801
181.68	4.0975
183.53	4.0978
184.12	4.0978
0	4.0919
3.37	4.046
6.73	4.0194
10.1	3.9967
13.46	3.9763
16.83	3.9567
20.19	3.9378
23.56	3.9198
26.92	3.9022
30.29	3.8848
33.65	3.8678
37.02	3.8507
40.38	3.8337
43.75	3.8169
47.11	3.8005
50.48	3.7837
53.84	3.7673
57.21	3.7509
60.57	3.7354
63.94	3.7199
67.3	3.7047
70.67	3.6904
74.03	3.6771
77.4	3.6644
80.76	3.6529
84.13	3.6421
87.49	3.6321
90.86	3.6225
94.22	3.6135
97.59	3.6042
100.95	3.5956
104.32	3.5866
107.68	3.5785
111.05	3.5701
114.41	3.5615
117.78	3.5528
121.14	3.5432
124.51	3.5329
127.87	3.5208
131.24	3.5081
134.6	3.4942
137.97	3.4796
141.33	3.4706
144.7	3.4632
148.06	3.4564
151.43	3.4489
154.79	3.4409
158.16	3.4325
161.52	3.4229
164.89	3.4108
168.25	3.39
171.62	3.3494
174.58	3.2992
174.98	3.2914
177.29	3.2412
178.35	3.2152
180.09	3.1649
181.57	3.1147
181.71	3.1098
182.9	3.0595
183.93	3.0093
184.1	2.9997
0	3.0171
0.5	3.0673
1.29	3.1178
2.32	3.1684
3.37	3.2093
4.9	3.2595
6.73	3.3076
9.05	3.3578
10.1	3.3773
13.31	3.4275
13.46	3.4294
16.83	3.4626
20.19	3.4737
23.56	3.4821
26.92	3.4895
30.29	3.4979
33.65	3.5053
37.02	3.5134
40.38	3.5218
43.75	3.5317
47.11	3.5429
50.48	3.5556
53.84	3.568
57.21	3.5807
60.57	3.5925
63.94	3.6042
67.3	3.616
70.67	3.6272
74.03	3.6359
77.4	3.6442
80.76	3.6526
84.13	3.6613
87.49	3.669
90.86	3.6774
94.22	3.6867
97.59	3.6966
100.95	3.7075
104.32	3.7189
107.68	3.7313
111.05	3.7447
114.41	3.7586
117.78	3.7738
121.14	3.789
124.51	3.8045
127.87	3.8206
132.1	3.8408
134.6	3.8529
137.97	3.869
141.33	3.8851
144.7	3.9015
148.06	3.918
151.43	3.9344
154.79	3.9515
158.16	3.9682
161.52	3.9859
164.89	4.0039
168.25	4.0225
171.62	4.0411
174.98	4.0603
178.35	4.0801
181.67	4.0975
183.48	4.0975
184.04	4.0975
0	4.0916
3.37	4.0457
6.73	4.019
10.1	3.9964
13.46	3.976
16.83	3.9564
20.19	3.9378
23.56	3.9195
26.92	3.9022
30.29	3.8848
33.65	3.8674
37.02	3.8504
40.38	3.8337
43.75	3.8169
47.11	3.8005
50.48	3.7837
53.84	3.7673
57.21	3.7509
60.57	3.7354
63.94	3.7196
67.3	3.7047
70.67	3.6904
74.03	3.6771
77.4	3.6644
80.76	3.6529
84.13	3.6421
87.49	3.6321
90.86	3.6225
94.22	3.6135
97.59	3.6042
100.95	3.5956
104.32	3.5869
107.68	3.5785
111.05	3.5698
114.41	3.5615
117.78	3.5528
121.14	3.5432
124.51	3.5329
127.87	3.5208
131.24	3.5081
134.6	3.4939
137.97	3.4796
141.33	3.4703
144.7	3.4632
148.06	3.4564
151.43	3.4489
154.79	3.4406
158.16	3.4322
161.52	3.4226
164.89	3.4105
168.25	3.3897
171.62	3.3491
174.56	3.2989
174.98	3.2905
177.28	3.2403
178.35	3.2136
180.09	3.1634
181.55	3.1129
181.71	3.1073
182.91	3.0567
183.91	3.0065
184.04	2.9994
0	3.0168
0.52	3.0676
1.3	3.1181
2.33	3.1687
3.37	3.2093
4.91	3.2595
6.73	3.3072
9.02	3.3572
10.1	3.377
13.3	3.4272
13.46	3.4294
16.83	3.4626
20.19	3.4737
23.56	3.4818
26.92	3.4895
30.29	3.4976
33.65	3.5053
37.02	3.5131
40.38	3.5215
43.75	3.5317
47.11	3.5429
50.48	3.5556
53.84	3.5677
57.21	3.5807
60.57	3.5925
63.94	3.6039
67.79	3.6179
70.67	3.6272
74.03	3.6359
77.4	3.6442
80.76	3.6526
84.13	3.661
87.49	3.669
90.86	3.6774
94.22	3.6867
97.59	3.6966
100.95	3.7075
104.32	3.7186
107.68	3.731
111.05	3.7447
114.41	3.7586
117.78	3.7735
121.14	3.789
124.51	3.8045
127.87	3.8203
131.24	3.8364
134.6	3.8529
137.97	3.869
141.33	3.8851
144.7	3.9012
148.06	3.918
151.43	3.9344
154.79	3.9515
158.16	3.9682
161.52	3.9859
164.89	4.0039
168.25	4.0225
171.62	4.0411
174.98	4.0606
178.35	4.0801
181.68	4.0975
183.5	4.0978
184.05	4.0978
0	4.0916
3.86	4.0414
6.53	4.0206
6.73	4.019
10.1	3.9967
13.46	3.976
16.83	3.9567
20.19	3.9378
23.56	3.9195
26.92	3.9022
30.29	3.8848
33.65	3.8674
37.02	3.8504
40.38	3.8337
43.75	3.8169
47.11	3.8005
50.48	3.7837
53.84	3.7673
57.21	3.7509
60.57	3.7348
63.94	3.7196
67.3	3.7047
70.67	3.6901
74.03	3.6771
77.4	3.6644
80.76	3.6529
84.13	3.6421
87.49	3.6321
90.86	3.6225
94.22	3.6135
97.59	3.6042
100.95	3.5956
104.32	3.5866
107.68	3.5782
111.05	3.5698
114.41	3.5611
117.78	3.5528
121.14	3.5432
124.51	3.5329
127.87	3.5205
131.24	3.5078
134.6	3.4939
137.97	3.4796
141.33	3.4703
144.7	3.4632
148.06	3.4561
151.43	3.4486
154.79	3.4406
158.16	3.4322
161.52	3.4226
164.89	3.4105
168.25	3.3894
171.62	3.3485
174.54	3.2983
174.98	3.2902
177.27	3.24
178.35	3.213
180.08	3.1628
181.55	3.1125
181.71	3.1067
182.91	3.0564
183.91	3.0056
184.02	2.9997
0	3.0174
0.52	3.0676
1.29	3.1181
2.32	3.1684
3.37	3.2096
4.91	3.2598
6.73	3.3079
9.06	3.3581
10.1	3.377
13.28	3.4272
13.46	3.4294
16.83	3.4626
20.19	3.4737
23.56	3.4818
26.92	3.4895
30.29	3.4979
33.65	3.5053
37.02	3.5131
40.38	3.5215
43.75	3.5317
47.11	3.5429
50.48	3.5556
53.84	3.5677
57.21	3.5807
60.57	3.5925
63.94	3.6042
67.3	3.616
70.67	3.6272
74.03	3.6359
77.4	3.6442
80.76	3.6526
84.13	3.661
87.49	3.669
90.86	3.6774
94.22	3.6867
97.59	3.6966
100.95	3.7075
104.32	3.7193
107.68	3.7313
111.05	3.745
114.41	3.7589
117.78	3.7738
121.14	3.7893
124.51	3.8048
127.87	3.8209
131.24	3.8368
134.6	3.8529
137.97	3.8693
141.33	3.8854
144.7	3.9019
148.06	3.9183
151.43	3.9347
154.79	3.9518
158.16	3.9688
161.52	3.9862
164.89	4.0042
168.25	4.0228
171.62	4.0414
174.98	4.0609
178.35	4.0807
181.66	4.0975
183.45	4.0975
183.98	4.0975
0	4.0916
3.37	4.0457
6.73	4.019
10.1	3.9964
13.46	3.976
16.83	3.9564
20.19	3.9378
23.56	3.9195
26.92	3.9019
30.29	3.8845
33.65	3.8674
37.02	3.8504
40.38	3.8337
43.75	3.8169
47.11	3.8005
50.48	3.7837
53.84	3.767
57.21	3.7509
60.57	3.7348
63.94	3.7196
67.3	3.7044
70.67	3.6901
74.03	3.6771
77.4	3.6644
80.76	3.6529
84.13	3.6421
87.49	3.6321
93.14	3.6163
94.22	3.6135
97.59	3.6042
100.95	3.5956
104.32	3.5866
107.68	3.5782
111.05	3.5698
114.41	3.5611
117.78	3.5525
121.14	3.5429
124.51	3.5326
127.87	3.5205
131.24	3.5075
134.6	3.4936
137.97	3.4793
141.33	3.4703
144.7	3.4632
148.06	3.4561
151.43	3.4486
154.79	3.4406
158.16	3.4322
161.52	3.4226
164.89	3.4105
168.25	3.3894
171.62	3.3482
174.53	3.2979
174.98	3.2896
177.28	3.2393
178.35	3.2124
180.08	3.1622
181.54	3.1119
181.71	3.1057
182.89	3.0555
183.9	3.005
183.99	2.9997
0	3.0174
0.52	3.0679
1.3	3.1184
2.32	3.1684
3.37	3.2093
4.91	3.2598
6.81	3.3094
9.14	3.3596
10.1	3.3773
13.3	3.4275
13.46	3.4294
16.83	3.4626
20.19	3.4737
23.56	3.4818
26.92	3.4898
30.29	3.4979
33.65	3.5053
37.02	3.5134
40.38	3.5215
43.75	3.5317
47.11	3.5429
50.48	3.5556
53.84	3.5677
57.21	3.5807
60.57	3.5925
63.94	3.6042
67.3	3.616
70.67	3.6272
74.03	3.6362
77.4	3.6445
80.76	3.6526
84.13	3.661
87.49	3.669
90.86	3.6774
94.22	3.6867
97.59	3.6966
100.95	3.7075
104.32	3.7193
107.68	3.7313
111.05	3.745
114.41	3.7589
117.78	3.7738
121.14	3.7893
124.51	3.8048
127.87	3.8206
131.24	3.8364
134.6	3.8529
137.97	3.8693
141.33	3.8851
144.7	3.9019
148.14	3.9186
151.43	3.9347
154.79	3.9515
158.16	3.9685
161.52	3.9862
164.89	4.0042
168.25	4.0225
171.62	4.0411
174.98	4.0606
178.35	4.0804
181.67	4.0975
183.47	4.0975
184.02	4.0978
0	4.0916
3.37	4.0457
6.73	4.019
10.1	3.9967
13.46	3.9763
16.83	3.9567
20.19	3.9378
23.56	3.9195
26.92	3.9022
30.29	3.8848
33.65	3.8678
37.02	3.8507
40.38	3.834
43.75	3.8169
47.11	3.8005
50.48	3.7837
53.84	3.7673
57.21	3.7509
60.57	3.7348
63.94	3.7196
67.3	3.7047
70.67	3.6904
74.03	3.6771
77.4	3.6644
80.76	3.6529
84.13	3.6421
87.49	3.6321
90.86	3.6225
94.22	3.6135
97.59	3.6042
100.95	3.5956
104.32	3.5866
107.68	3.5782
111.05	3.5698
114.41	3.5615
117.78	3.5528
121.14	3.5432
124.51	3.5326
127.87	3.5205
131.24	3.5078
134.6	3.4939
137.97	3.4796
141.33	3.4706
144.7	3.4632
148.06	3.4561
151.43	3.4489
154.79	3.4406
158.16	3.4322
161.52	3.4226
164.89	3.4105
168.25	3.3894
171.62	3.3485
174.53	3.2983
174.98	3.2899
177.27	3.2397
178.35	3.2127
180.09	3.1625
181.54	3.1125
181.71	3.1063
182.9	3.0561
183.89	3.0056
184.01	2.9994
0	3.0171
0.52	3.0673
1.29	3.1178
2.31	3.1684
3.37	3.2096
4.91	3.2598
6.73	3.3076
9.05	3.3578
10.1	3.377
13.28	3.4272
13.46	3.4294
16.83	3.4626
20.19	3.4737
23.56	3.4818
26.92	3.4895
30.29	3.4979
33.65	3.5053
37.02	3.5134
40.38	3.5218
43.75	3.5317
47.11	3.5429
50.48	3.5556
53.84	3.5677
57.21	3.5807
60.57	3.5925
63.94	3.6039
67.3	3.616
70.67	3.6272
74.03	3.6359
77.4	3.6442
80.76	3.6526
84.13	3.661
87.49	3.669
90.86	3.6774
94.22	3.6867
97.59	3.6966
100.95	3.7075
104.32	3.7189
107.68	3.7313
111.05	3.745
114.41	3.7589
117.78	3.7738
121.14	3.7893
124.51	3.8048
127.87	3.8209
131.24	3.8368
134.6	3.8529
137.97	3.8693
141.33	3.8854
144.7	3.9019
148.06	3.9183
151.43	3.9347
154.79	3.9515
158.16	3.9685
161.52	3.9862
165.71	4.0085
168.26	4.0228
171.63	4.0414
174.99	4.0606
178.36	4.0807
181.67	4.0975
183.46	4.0978
183.99	4.0975
0	4.0916
3.37	4.046
6.73	4.019
10.1	3.9964
13.46	3.976
16.83	3.9567
20.19	3.9378
23.56	3.9195
26.92	3.9022
30.29	3.8845
33.65	3.8674
37.02	3.8504
40.38	3.8337
43.75	3.8169
47.11	3.8002
50.48	3.7837
53.84	3.767
57.21	3.7509
60.57	3.7348
63.94	3.7196
67.3	3.7047
70.67	3.6901
74.03	3.6771
77.4	3.6644
80.76	3.6529
84.13	3.6421
87.49	3.6321
90.86	3.6225
94.22	3.6135
97.59	3.6042
100.95	3.5956
104.32	3.5866
107.68	3.5782
111.05	3.5698
114.41	3.5611
117.78	3.5525
121.14	3.5429
124.51	3.5326
127.87	3.5205
131.24	3.5075
134.6	3.4936
137.97	3.4793
141.33	3.4703
144.7	3.4632
148.06	3.4561
151.43	3.4486
154.79	3.4406
158.16	3.4322
161.52	3.4223
164.89	3.4102
168.25	3.3891
171.62	3.3475
174.54	3.2973
174.98	3.289
177.26	3.239
178.35	3.2114
180.07	3.1612
181.53	3.1107
181.71	3.1045
182.89	3.0543
183.89	3.0034
183.95	2.9997
0	3.0174
0.52	3.0676
1.29	3.1181
2.31	3.1684
3.37	3.2096
4.91	3.2598
6.73	3.3076
9.04	3.3578
10.1	3.377
13.28	3.4272
13.46	3.4294
16.83	3.4626
20.19	3.4737
23.56	3.4821
26.92	3.4898
30.29	3.4979
33.65	3.5053
37.02	3.5134
40.38	3.5215
43.75	3.5317
47.11	3.5429
50.48	3.5556
53.84	3.5677
57.21	3.5807
60.57	3.5925
63.94	3.6042
67.3	3.616
70.67	3.6272
74.03	3.6359
77.4	3.6445
80.76	3.6526
84.13	3.661
87.49	3.669
90.86	3.6777
94.22	3.687
97.59	3.6966
100.95	3.7075
104.32	3.7189
107.68	3.7313
111.05	3.745
114.41	3.7589
117.78	3.7738
121.14	3.7893
124.51	3.8048
127.87	3.8209
131.24	3.8368
134.6	3.8532
137.97	3.8693
141.33	3.8854
144.7	3.9019
148.06	3.9183
151.43	3.9347
154.79	3.9518
158.16	3.9688
161.52	3.9862
164.89	4.0042
168.25	4.0228
171.62	4.0414
174.98	4.0609
178.35	4.0807
181.66	4.0975
183.43	4.0975
183.98	4.0975
0	4.0916
3.37	4.0457
6.73	4.019
10.1	3.9964
13.46	3.976
16.83	3.9564
20.19	3.9378
23.56	3.9195
26.92	3.9022
30.29	3.8848
33.65	3.8674
37.02	3.8507
40.38	3.8337
43.75	3.8169
47.11	3.8005
50.48	3.7837
53.84	3.767
57.21	3.7509
60.57	3.7348
63.94	3.7196
67.3	3.7047
70.67	3.6901
74.03	3.6771
77.4	3.6644
80.76	3.6529
84.13	3.6421
87.49	3.6321
90.86	3.6225
94.22	3.6132
97.59	3.6042
100.95	3.5956
104.32	3.5866
107.68	3.5782
111.05	3.5698
114.41	3.5611
117.78	3.5525
121.14	3.5429
124.51	3.5326
127.87	3.5205
131.24	3.5078
134.6	3.4936
137.97	3.4793
141.33	3.4706
144.7	3.4632
148.06	3.4564
151.43	3.4489
154.79	3.4406
158.16	3.4322
161.52	3.4226
164.89	3.4105
168.25	3.3891
171.62	3.3475
174.52	3.2973
174.98	3.289
177.25	3.239
178.35	3.2111
180.08	3.1609
181.57	3.1094
181.71	3.1039
182.9	3.0533
183.89	3.0031
183.95	2.9994
0	3.0171
0.52	3.0673
1.28	3.1178
2.31	3.168
3.37	3.2096
4.91	3.2598
6.73	3.3079
9.06	3.3581
10.1	3.377
13.28	3.4272
13.46	3.4294
16.83	3.4626
20.19	3.4737
23.56	3.4821
26.92	3.4898
30.29	3.4979
33.65	3.5053
37.02	3.5131
40.38	3.5218
43.75	3.5317
47.11	3.5432
50.48	3.5556
53.84	3.568
57.21	3.5807
60.57	3.5925
63.94	3.6042
67.3	3.616
70.67	3.6272
74.03	3.6362
77.4	3.6445
80.76	3.6526
84.13	3.6613
87.49	3.6693
90.86	3.6777
94.22	3.687
97.59	3.6966
100.95	3.7078
104.32	3.7193
107.68	3.7317
111.05	3.745
114.41	3.7593
117.78	3.7741
121.14	3.7896
124.51	3.8051
127.87	3.8209
131.24	3.8371
134.6	3.8532
137.97	3.8696
141.33	3.8854
144.7	3.9019
148.06	3.9186
151.43	3.935
154.79	3.9521
158.16	3.9688
161.52	3.9865
164.89	4.0045
168.25	4.0231
171.62	4.0417
174.98	4.0609
178.35	4.0811
181.66	4.0978
183.43	4.0978
183.97	4.0978
0	4.0919
3.37	4.046
6.73	4.0194
10.1	3.9967
13.46	3.9763
16.83	3.9567
20.19	3.9378
23.56	3.9195
26.92	3.9022
30.29	3.8848
33.65	3.8674
37.02	3.8507
40.38	3.8337
43.75	3.8169
47.11	3.8005
50.48	3.7837
53.84	3.7673
57.21	3.7509
60.57	3.7348
63.94	3.7196
67.3	3.7047
70.67	3.6901
74.03	3.6771
77.4	3.6644
80.76	3.6529
84.13	3.6421
87.49	3.6321
90.86	3.6225
94.22	3.6135
97.59	3.6042
100.95	3.5956
104.32	3.5866
107.68	3.5782
111.05	3.5698
114.41	3.5611
117.78	3.5525
121.14	3.5429
124.51	3.5326
127.87	3.5205
131.24	3.5075
134.6	3.4936
137.97	3.4793
141.33	3.4703
144.7	3.4632
148.06	3.4561
151.43	3.4486
154.79	3.4406
158.16	3.4322
161.52	3.4223
164.89	3.4102
168.25	3.3888
171.62	3.3475
174.51	3.2973
174.98	3.2886
177.26	3.2384
178.35	3.2108
180.07	3.1606
181.53	3.1101
181.71	3.1036
182.88	3.0533
183.88	3.0025
183.93	2.9997
0	3.0171
0.52	3.0676
1.3	3.1181
2.32	3.1684
3.37	3.2099
4.92	3.2601
6.73	3.3076
9.04	3.3578
10.1	3.377
13.28	3.4272
13.46	3.4294
16.83	3.4626
20.19	3.4737
23.56	3.4821
26.92	3.4898
30.29	3.4979
33.65	3.5053
37.02	3.5134
40.38	3.5215
43.75	3.5317
47.11	3.5429
50.48	3.5556
53.84	3.568
57.21	3.5807
60.57	3.5925
63.94	3.6042
67.3	3.6163
70.67	3.6272
74.03	3.6362
77.4	3.6445
80.76	3.6529
84.13	3.6613
87.49	3.6693
90.86	3.6777
94.22	3.687
97.59	3.6966
100.95	3.7075
104.32	3.7193
107.68	3.7317
111.05	3.7453
114.41	3.7593
117.78	3.7741
121.14	3.7896
124.51	3.8051
127.87	3.8209
131.24	3.8371
134.6	3.8532
137.97	3.8696
141.33	3.8857
144.7	3.9019
148.06	3.9186
151.43	3.935
154.79	3.9521
158.16	3.9688
161.52	3.9865
164.89	4.0048
168.25	4.0231
171.62	4.0417
174.98	4.0612
178.35	4.0811
181.65	4.0978
183.42	4.0978
183.94	4.0978
0	4.0919
3.37	4.046
6.73	4.019
10.1	3.9964
13.46	3.9763
16.83	3.9567
20.19	3.9378
23.56	3.9195
26.92	3.9022
30.29	3.8848
33.65	3.8674
37.02	3.8504
40.38	3.8337
43.75	3.8169
47.11	3.8005
50.48	3.7837
53.84	3.7673
57.21	3.7509
60.57	3.7348
63.94	3.7196
67.3	3.7044
70.67	3.6901
74.03	3.6771
77.4	3.6644
80.76	3.6529
84.13	3.6421
87.49	3.6321
90.86	3.6225
94.22	3.6132
97.59	3.6042
100.95	3.5953
104.32	3.5866
107.68	3.5782
111.05	3.5698
114.41	3.5611
117.78	3.5525
121.14	3.5429
124.51	3.5326
127.87	3.5202
131.24	3.5075
134.6	3.4936
137.97	3.4793
141.33	3.4703
144.7	3.4632
148.06	3.4561
151.43	3.4486
154.79	3.4406
158.16	3.4322
161.52	3.4223
164.89	3.4102
168.25	3.3888
171.62	3.3472
174.51	3.297
174.98	3.2883
177.25	3.2381
178.35	3.2105
180.08	3.16
181.52	3.1098
181.71	3.1032
182.89	3.0527
183.88	3.0025
183.93	2.9994
0	3.0527
0.33	3.0527
1.04	3.1039
2.01	3.1544
3.23	3.2046
3.37	3.2099
4.91	3.2601
6.73	3.3082
9.07	3.3584
10.1	3.3773
13.3	3.4275
13.46	3.4297
16.83	3.4626
20.19	3.4737
23.57	3.4821
26.93	3.4898
