RBG_CYC_83755_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C5C5_0000_08_1 (269954 Points)
Capacity (mAh)	Voltage (V)
10.09	4.0218
11.77	4.0101
13.45	3.9977
15.14	3.9859
16.82	3.9741
18.5	3.9629
20.18	3.953
21.86	3.9434
23.54	3.9341
25.23	3.9251
26.91	3.9164
28.59	3.9081
30.27	3.8997
31.95	3.8919
33.63	3.8839
35.32	3.8761
37	3.8684
38.68	3.8606
40.36	3.8526
42.04	3.8451
43.72	3.8374
45.41	3.8299
47.09	3.8225
48.77	3.8147
50.45	3.807
52.13	3.7996
53.81	3.7921
55.5	3.7847
57.18	3.7775
58.86	3.7698
60.54	3.7624
62.22	3.7549
63.9	3.7481
65.59	3.741
67.27	3.7338
68.95	3.727
70.63	3.7205
72.31	3.7137
73.99	3.7075
75.68	3.7013
77.36	3.6954
79.04	3.6892
80.72	3.6836
82.4	3.678
84.08	3.6724
85.77	3.6675
87.45	3.6628
89.13	3.6582
90.81	3.6535
92.49	3.6489
94.17	3.6449
95.86	3.6408
97.54	3.6368
99.22	3.6328
100.9	3.6284
102.58	3.6247
104.26	3.6207
105.95	3.6166
107.63	3.6123
109.31	3.608
110.99	3.6042
112.67	3.6005
114.35	3.5971
116.04	3.5934
117.72	3.5894
119.4	3.5859
121.08	3.5819
122.76	3.5782
124.44	3.5742
126.13	3.5701
127.81	3.5658
129.49	3.5621
131.17	3.558
132.85	3.554
134.53	3.55
136.22	3.5453
137.9	3.541
139.58	3.5357
141.26	3.5301
142.94	3.5239
144.62	3.5174
146.31	3.5112
147.99	3.5044
149.67	3.4979
151.35	3.4908
153.03	3.483
154.71	3.4771
156.4	3.4731
158.08	3.4697
159.76	3.4669
161.44	3.4635
163.12	3.4601
164.8	3.457
166.49	3.4539
168.17	3.4508
169.85	3.4471
171.53	3.4433
173.21	3.4396
174.89	3.4359
176.58	3.4316
178.26	3.4266
179.94	3.4204
181.62	3.4123
183.3	3.4006
184.98	3.3841
186.67	3.3634
188.35	3.3386
190.03	3.3103
191.71	3.2784
193.39	3.2421
195.07	3.2009
196.76	3.1529
198.23	3.1029
198.44	3.0955
199.63	3.0453
200.12	3.0223
200.56	2.9997
0	3.0062
0.52	3.0564
1.31	3.1067
1.68	3.1262
2.8	3.1764
3.36	3.1972
4.92	3.2474
5.05	3.2505
6.73	3.2936
8.41	3.3296
10.09	3.3606
11.77	3.3878
13.45	3.4111
15.14	3.43
16.82	3.4437
18.5	3.4523
20.18	3.4573
21.86	3.4613
23.54	3.4647
25.23	3.4681
26.91	3.4722
28.59	3.4756
30.27	3.479
31.95	3.4821
33.63	3.4858
35.32	3.4892
37	3.4929
38.68	3.4973
40.36	3.501
42.04	3.5057
43.72	3.5106
45.41	3.5162
47.09	3.5218
48.77	3.528
50.45	3.5339
52.13	3.5401
53.81	3.546
55.5	3.5522
57.18	3.558
58.86	3.5642
60.54	3.5701
62.22	3.5754
63.9	3.5807
65.59	3.5856
67.27	3.5912
68.95	3.5968
70.63	3.603
72.31	3.6083
73.99	3.6126
75.68	3.616
77.36	3.6191
79.04	3.6225
80.72	3.6256
82.4	3.629
84.08	3.6325
85.77	3.6362
87.45	3.6396
89.13	3.643
90.81	3.6467
92.49	3.6498
94.17	3.6532
95.86	3.6569
97.54	3.6604
99.22	3.6638
100.9	3.6672
102.58	3.6709
104.26	3.6749
105.95	3.679
107.63	3.6833
109.31	3.6876
110.99	3.6923
112.67	3.6969
114.35	3.7019
116.04	3.7075
117.72	3.7127
119.4	3.718
121.08	3.7239
122.76	3.7298
124.44	3.7363
126.13	3.7425
127.81	3.749
129.49	3.7555
131.17	3.7627
132.85	3.7695
134.53	3.7766
136.22	3.7834
137.9	3.7909
139.58	3.798
141.26	3.8054
142.94	3.8129
144.62	3.8203
146.31	3.8278
147.99	3.8352
149.67	3.843
151.35	3.8504
153.03	3.8578
154.71	3.8656
156.4	3.873
158.08	3.8805
159.76	3.8882
161.44	3.8963
163.12	3.904
164.8	3.9115
166.49	3.9195
168.17	3.9276
169.85	3.9357
171.53	3.944
173.21	3.9521
174.89	3.9608
176.58	3.9698
178.26	3.9784
179.94	3.9874
181.62	3.997
183.3	4.0066
184.98	4.0163
186.67	4.0265
188.35	4.0361
190.03	4.0457
191.71	4.0553
193.39	4.0646
195.07	4.0733
196.76	4.0823
198.44	4.091
200.08	4.0981
200.58	4.0981
0	4.0969
1.68	4.0786
3.36	4.0668
5.05	4.0556
6.73	4.0448
8.41	4.0336
10.09	4.0218
11.77	4.0101
13.45	3.9977
15.14	3.9859
16.82	3.9744
18.5	3.9632
20.18	3.953
21.86	3.9434
23.54	3.9341
25.23	3.9254
26.91	3.9164
28.59	3.9081
30.27	3.8997
31.95	3.8919
33.63	3.8842
35.32	3.8761
37	3.8684
38.68	3.8606
40.36	3.8529
42.04	3.8454
43.72	3.8374
45.41	3.8296
47.09	3.8225
48.77	3.8147
50.45	3.8073
52.13	3.7999
53.81	3.7921
55.5	3.7847
57.18	3.7775
58.86	3.7698
60.54	3.7627
62.22	3.7552
63.9	3.7481
65.59	3.7413
67.27	3.7341
68.95	3.7273
70.63	3.7205
72.31	3.7137
73.99	3.7075
75.68	3.7013
77.36	3.6954
79.04	3.6892
80.72	3.6836
82.4	3.678
84.08	3.6731
85.77	3.6678
87.45	3.6628
89.13	3.6582
90.81	3.6535
92.49	3.6489
94.17	3.6449
95.86	3.6405
97.54	3.6365
99.22	3.6328
100.9	3.6287
102.58	3.6247
104.26	3.6207
105.95	3.6163
107.63	3.6123
109.31	3.608
110.99	3.6042
112.67	3.6005
114.35	3.5968
116.04	3.5934
117.72	3.5894
119.4	3.5859
121.08	3.5819
122.76	3.5782
124.44	3.5742
126.13	3.5704
127.81	3.5658
129.49	3.5621
131.17	3.5577
132.85	3.554
134.53	3.55
136.22	3.5453
137.9	3.5407
139.58	3.5357
141.26	3.5301
142.94	3.5236
144.62	3.5171
146.31	3.5109
147.99	3.5044
149.67	3.4979
151.35	3.4905
153.03	3.483
154.71	3.4771
156.4	3.4731
158.08	3.47
159.76	3.4666
161.44	3.4632
163.12	3.4601
164.8	3.457
166.49	3.4539
168.17	3.4508
169.85	3.4474
171.53	3.4433
173.21	3.4396
174.89	3.4359
176.58	3.4316
178.26	3.4266
179.94	3.4201
181.62	3.4123
183.3	3.4002
184.98	3.3841
186.67	3.3634
188.35	3.3379
190.03	3.3097
191.71	3.2781
193.39	3.2418
195.07	3.2003
196.76	3.1519
198.24	3.1014
198.44	3.0946
199.63	3.0443
200.12	3.0214
200.53	2.9997
0	3.0124
0.54	3.0626
1.36	3.1135
2.41	3.1637
3.37	3.2009
4.91	3.2511
6.73	3.2986
9.09	3.3488
10.1	3.3674
13.36	3.4176
13.46	3.4188
16.83	3.4526
20.19	3.465
23.56	3.4734
26.92	3.4809
30.29	3.4883
33.65	3.4957
37.02	3.5038
40.38	3.5119
43.75	3.5208
47.11	3.5317
50.48	3.5435
53.84	3.5556
57.21	3.5677
60.57	3.5794
63.94	3.59
67.3	3.6011
70.67	3.6123
74.03	3.621
77.4	3.6284
80.76	3.6352
84.13	3.6424
87.49	3.6486
90.86	3.6551
94.22	3.6616
97.59	3.6684
100.95	3.6755
104.32	3.6836
107.68	3.692
111.05	3.701
114.41	3.7112
117.78	3.722
121.14	3.7341
124.51	3.7465
127.87	3.7599
131.24	3.7735
134.6	3.7878
137.97	3.8023
141.33	3.8178
144.7	3.8327
148.06	3.8482
151.43	3.8634
154.79	3.8789
158.16	3.8947
161.52	3.9102
164.89	3.9264
168.25	3.9422
171.62	3.9589
174.99	3.976
178.35	3.9933
181.72	4.0116
185.08	4.0305
188.45	4.0488
191.81	4.0668
195.18	4.0845
198.43	4.0978
200.03	4.0981
200.25	4.0981
0	4.0925
3.37	4.0603
6.73	4.0373
10.1	4.0138
13.46	3.9893
16.83	3.966
20.19	3.9453
23.56	3.9264
26.92	3.9087
30.29	3.8919
33.65	3.8758
37.02	3.8597
40.38	3.8439
43.75	3.8284
47.11	3.8126
50.48	3.7971
53.84	3.7819
57.21	3.7664
60.57	3.7512
65.17	3.731
67.3	3.722
70.67	3.7081
74.03	3.6951
77.4	3.6824
80.76	3.6703
84.13	3.6594
87.49	3.6492
90.86	3.6399
94.22	3.6315
97.59	3.6232
100.95	3.6154
104.32	3.608
107.68	3.6008
111.05	3.5937
114.41	3.5859
117.78	3.5785
121.14	3.5711
124.51	3.5633
127.87	3.5556
131.24	3.5475
134.6	3.5388
137.97	3.5295
141.33	3.5187
144.7	3.5063
148.06	3.4933
151.43	3.4787
154.79	3.4678
158.16	3.4604
161.52	3.4539
164.89	3.4464
168.26	3.4387
171.62	3.4309
174.99	3.4219
178.35	3.4114
181.72	3.3953
185.08	3.3646
188.45	3.315
191.06	3.2645
191.81	3.2483
193.82	3.1981
195.18	3.1591
196.62	3.1091
197.86	3.0589
198.54	3.0264
199.06	2.9994
0	3.0171
0.49	3.0673
1.28	3.1181
2.31	3.1684
3.37	3.2096
4.92	3.2598
6.73	3.3063
9.11	3.3565
10.1	3.3739
13.4	3.4241
13.46	3.4247
16.83	3.4554
20.19	3.4663
23.56	3.474
26.92	3.4818
30.29	3.4892
33.65	3.4973
37.02	3.505
40.38	3.5131
43.75	3.5227
47.11	3.5339
50.48	3.5456
53.84	3.5577
57.21	3.5698
60.57	3.5816
63.94	3.5925
67.3	3.6039
70.67	3.6145
74.03	3.6225
77.4	3.63
80.76	3.6371
84.13	3.6439
87.49	3.6501
90.86	3.6569
94.22	3.6635
97.59	3.6703
100.95	3.6774
104.32	3.6858
107.68	3.6945
111.05	3.7041
114.41	3.7143
117.78	3.7255
121.14	3.7375
124.51	3.7503
127.87	3.7639
131.24	3.7775
134.6	3.7924
137.97	3.807
141.33	3.8222
144.7	3.8371
148.06	3.8529
151.43	3.8684
154.79	3.8839
158.16	3.8994
161.52	3.9152
164.89	3.9313
168.26	3.9477
171.62	3.9642
174.99	3.9815
178.35	3.9995
181.72	4.0175
185.08	4.0361
188.45	4.0547
191.81	4.0727
195.18	4.0904
198.02	4.0981
199.12	4.0978
0	4.0925
3.37	4.06
6.73	4.0373
10.1	4.0138
13.46	3.9893
16.83	3.966
20.19	3.945
23.56	3.9264
26.92	3.9087
30.29	3.8919
33.65	3.8755
37.02	3.8597
40.38	3.8442
43.75	3.8284
47.11	3.8126
50.48	3.7971
53.84	3.7819
57.21	3.7664
60.57	3.7512
63.94	3.7366
67.3	3.722
70.67	3.7081
74.03	3.6951
77.4	3.6824
80.76	3.6703
84.13	3.6597
87.49	3.6492
90.86	3.6399
94.22	3.6315
97.59	3.6232
100.95	3.6154
104.32	3.608
107.68	3.6008
111.05	3.5937
114.41	3.5859
117.78	3.5785
121.14	3.5711
124.51	3.5633
127.87	3.5556
131.24	3.5475
134.6	3.5388
137.97	3.5295
141.33	3.5184
144.7	3.506
148.06	3.4933
151.43	3.479
154.79	3.4678
158.16	3.4604
161.52	3.4536
164.89	3.4468
168.25	3.439
171.62	3.4309
174.98	3.4219
178.35	3.4114
181.71	3.3953
185.08	3.364
188.44	3.3147
191.03	3.2645
191.81	3.2474
193.83	3.1972
195.17	3.1581
196.63	3.1079
197.85	3.0574
198.54	3.0248
199	2.9997
0	3.0177
0.5	3.0679
1.28	3.1181
2.31	3.1687
3.37	3.2096
4.92	3.2598
6.73	3.3069
9.13	3.3572
10.1	3.3745
13.45	3.4247
13.46	3.425
16.83	3.4554
20.19	3.4663
23.56	3.4747
26.92	3.4821
30.29	3.4895
33.65	3.4973
37.02	3.505
40.38	3.5134
43.75	3.5227
47.11	3.5339
50.48	3.546
53.84	3.558
57.21	3.5701
60.57	3.5819
63.94	3.5928
67.3	3.6039
70.67	3.6148
74.03	3.6228
77.4	3.6303
80.76	3.6374
84.13	3.6439
87.49	3.6504
90.86	3.6573
94.22	3.6638
97.59	3.6703
100.95	3.6777
104.32	3.6861
107.68	3.6948
111.05	3.7041
114.41	3.7146
117.78	3.7258
121.14	3.7382
124.51	3.7506
127.87	3.7642
131.24	3.7782
134.6	3.7927
137.97	3.8076
141.33	3.8225
144.7	3.8377
148.06	3.8532
151.43	3.8687
154.79	3.8842
158.16	3.9
161.52	3.9155
164.89	3.9316
168.25	3.9481
171.62	3.9645
174.98	3.9818
178.35	3.9998
181.71	4.0181
185.08	4.0367
188.44	4.0553
191.81	4.073
195.18	4.0907
197.96	4.0978
199	4.0981
0	4.0922
3.37	4.06
6.73	4.037
10.1	4.0135
13.46	3.989
16.83	3.9657
20.19	3.945
23.56	3.926
26.92	3.9087
30.29	3.8919
33.65	3.8758
37.02	3.8597
40.38	3.8442
43.75	3.8284
47.11	3.8129
50.48	3.7971
53.84	3.7819
57.21	3.7664
60.57	3.7512
63.94	3.7363
67.3	3.722
70.67	3.7081
74.03	3.6951
77.4	3.6824
80.76	3.6703
84.13	3.6594
87.49	3.6492
90.86	3.6399
94.22	3.6309
97.59	3.6228
100.95	3.6154
104.32	3.608
107.68	3.6008
111.05	3.5934
114.41	3.5856
117.78	3.5785
121.14	3.5711
124.51	3.563
127.87	3.5556
131.24	3.5475
134.6	3.5388
137.97	3.5292
141.33	3.5184
144.7	3.506
148.06	3.4929
151.43	3.4787
154.79	3.4675
158.16	3.4604
161.52	3.4536
164.89	3.4464
168.25	3.4387
171.62	3.4306
174.98	3.4219
178.35	3.4114
181.71	3.3947
185.08	3.3634
188.43	3.3134
188.44	3.3134
191.04	3.2632
191.81	3.2465
193.81	3.1963
195.18	3.1563
196.6	3.1063
197.83	3.0561
198.54	3.022
198.96	2.9994
0	3.0174
0.5	3.0679
1.28	3.1181
2.3	3.1684
3.37	3.2096
4.91	3.2598
6.73	3.3069
9.12	3.3572
10.1	3.3745
13.44	3.4247
13.46	3.4247
16.83	3.4554
20.19	3.4663
23.56	3.4747
26.92	3.4821
30.29	3.4895
33.65	3.4973
37.02	3.5053
40.38	3.5134
43.75	3.5227
47.11	3.5339
50.48	3.546
53.84	3.558
57.21	3.5701
60.57	3.5819
63.94	3.5925
67.3	3.6039
70.67	3.6148
74.03	3.6228
77.4	3.6303
80.76	3.6371
84.13	3.6442
87.49	3.6504
90.86	3.6573
94.22	3.6638
97.59	3.6703
100.95	3.6777
104.32	3.6861
107.68	3.6948
111.05	3.7044
114.41	3.7149
117.78	3.7258
121.14	3.7382
124.51	3.7509
127.87	3.7645
131.24	3.7782
134.6	3.7927
137.97	3.8076
141.33	3.8228
144.7	3.8377
148.06	3.8532
151.43	3.869
154.79	3.8845
158.16	3.9
161.53	3.9158
164.89	3.9319
168.26	3.9484
171.62	3.9648
174.99	3.9822
178.35	4.0001
181.72	4.0184
185.08	4.037
188.45	4.0556
191.81	4.0733
195.18	4.091
197.94	4.0981
198.97	4.0981
0	4.0925
3.37	4.06
6.73	4.037
10.1	4.0135
13.46	3.989
16.83	3.9657
20.19	3.945
23.56	3.926
26.92	3.9087
30.29	3.8916
33.65	3.8755
37.02	3.8597
40.38	3.8442
43.75	3.8284
47.11	3.8126
50.48	3.7971
53.84	3.7819
57.21	3.7664
60.57	3.7512
63.94	3.7366
67.3	3.722
70.67	3.7081
74.03	3.6948
77.4	3.6824
80.76	3.6703
84.13	3.6597
87.49	3.6492
90.86	3.6399
94.22	3.6309
97.59	3.6232
100.95	3.6157
104.32	3.608
107.68	3.6005
111.05	3.5934
114.41	3.5856
117.78	3.5785
121.14	3.5711
124.51	3.563
127.87	3.5553
131.24	3.5472
134.6	3.5388
137.97	3.5295
141.33	3.5184
144.7	3.5057
148.06	3.4929
151.43	3.4784
154.79	3.4678
158.16	3.4604
161.52	3.4536
164.89	3.4464
168.25	3.4387
171.62	3.4306
174.98	3.4216
178.35	3.4111
181.71	3.3944
185.08	3.363
188.43	3.3128
188.44	3.3128
191.04	3.2626
191.81	3.2455
193.81	3.1953
195.17	3.155
196.62	3.1048
197.82	3.0546
198.54	3.0199
198.92	2.9994
0	3.0171
0.5	3.0679
1.29	3.1181
2.32	3.1687
3.37	3.2096
4.92	3.2598
6.73	3.3066
9.11	3.3568
10.1	3.3745
13.45	3.4247
13.46	3.425
16.83	3.4557
20.19	3.4663
23.56	3.4743
26.92	3.4821
30.29	3.4895
33.65	3.4976
37.02	3.5053
40.38	3.5134
43.75	3.5227
47.11	3.5342
50.48	3.546
53.84	3.558
57.21	3.5701
60.57	3.5819
63.94	3.5925
67.3	3.6039
70.67	3.6148
74.03	3.6228
77.4	3.6303
80.76	3.6374
84.13	3.6442
87.49	3.6504
90.86	3.6569
94.22	3.6635
97.59	3.6706
100.95	3.6777
104.32	3.6861
107.68	3.6948
111.05	3.7041
114.41	3.7149
117.78	3.7261
121.14	3.7382
124.51	3.7509
127.87	3.7645
131.24	3.7782
134.6	3.7927
137.97	3.8076
141.33	3.8228
144.7	3.838
148.06	3.8532
151.43	3.869
154.79	3.8845
158.16	3.9003
161.52	3.9158
164.89	3.9319
168.25	3.9484
171.62	3.9648
174.98	3.9822
178.35	4.0004
181.71	4.0184
185.08	4.037
188.44	4.0556
191.81	4.0733
195.17	4.0913
197.92	4.0981
198.94	4.0981
0	4.0925
3.37	4.06
6.73	4.0373
10.1	4.0135
13.46	3.989
16.83	3.9657
20.19	3.945
23.56	3.926
26.92	3.9087
30.29	3.8919
33.65	3.8755
37.02	3.8597
40.38	3.8439
43.75	3.8284
47.11	3.8129
50.48	3.7971
53.84	3.7819
57.21	3.7664
60.57	3.7509
63.94	3.7366
67.3	3.722
70.67	3.7081
74.03	3.6951
77.4	3.6824
80.76	3.6703
84.13	3.6594
87.49	3.6489
90.86	3.6399
94.22	3.6309
97.59	3.6232
100.95	3.6154
104.32	3.6077
107.68	3.6005
111.05	3.5931
114.41	3.5856
117.78	3.5785
121.14	3.5711
124.51	3.563
127.87	3.5556
131.24	3.5472
134.6	3.5388
137.97	3.5292
141.33	3.5181
144.7	3.5057
148.06	3.4926
151.43	3.4784
154.79	3.4675
158.16	3.4604
161.52	3.4533
164.89	3.4464
168.25	3.4384
171.62	3.4306
174.98	3.4216
178.35	3.4111
181.71	3.3944
185.08	3.3627
188.43	3.3125
188.44	3.3125
191.02	3.2623
191.81	3.2449
193.78	3.1944
195.17	3.1541
196.6	3.1039
197.82	3.0536
198.54	3.0186
198.89	2.9994
0	3.0174
0.5	3.0676
1.28	3.1181
2.3	3.1684
3.37	3.2099
4.92	3.2601
6.73	3.3069
9.12	3.3572
10.1	3.3745
13.43	3.4247
13.46	3.4247
16.83	3.4557
20.19	3.4663
23.56	3.4747
26.92	3.4821
30.29	3.4895
33.65	3.4973
37.02	3.505
40.38	3.5134
43.75	3.5227
47.11	3.5342
50.48	3.546
53.84	3.558
57.21	3.5701
60.57	3.5819
63.94	3.5928
67.3	3.6039
70.67	3.6151
74.03	3.6228
77.4	3.6303
80.76	3.6374
84.13	3.6439
87.49	3.6504
90.86	3.6573
94.22	3.6638
97.59	3.6706
100.95	3.678
104.32	3.6864
107.68	3.6951
111.05	3.7044
114.41	3.7149
117.78	3.7261
121.14	3.7385
124.51	3.7512
127.87	3.7645
131.24	3.7785
134.6	3.793
137.97	3.8079
141.33	3.8231
144.7	3.8386
148.06	3.8535
151.43	3.8693
154.79	3.8845
158.16	3.9003
161.52	3.9161
164.89	3.9322
168.25	3.9487
171.62	3.9651
174.98	3.9825
178.35	4.0004
181.71	4.0187
185.08	4.0373
188.44	4.0559
191.81	4.0736
195.17	4.0913
197.91	4.0981
198.9	4.0981
0	4.0925
3.37	4.06
6.73	4.0373
10.1	4.0135
13.46	3.989
16.83	3.9657
20.19	3.945
23.56	3.926
26.92	3.9084
30.29	3.8919
33.65	3.8755
37.02	3.8597
40.38	3.8439
43.75	3.8284
47.11	3.8126
50.48	3.7971
53.84	3.7819
57.21	3.7664
60.57	3.7512
63.94	3.7366
67.3	3.7217
70.67	3.7078
74.03	3.6948
77.4	3.6821
80.76	3.6703
84.13	3.6594
87.49	3.6492
90.86	3.6399
94.22	3.6309
97.59	3.6228
100.95	3.6154
104.32	3.6077
107.68	3.6005
111.05	3.5934
114.41	3.5856
117.78	3.5782
121.14	3.5711
124.51	3.563
127.87	3.5553
131.24	3.5472
134.6	3.5388
137.97	3.5292
141.33	3.5181
144.7	3.5057
148.06	3.4926
151.43	3.4784
154.79	3.4675
158.16	3.4604
161.52	3.4533
164.89	3.4464
168.25	3.4387
171.62	3.4306
174.98	3.4216
178.35	3.4108
181.71	3.394
185.08	3.3624
188.42	3.3122
188.44	3.3122
191.01	3.262
191.81	3.2443
193.78	3.1941
195.17	3.1535
196.6	3.1032
197.8	3.053
198.54	3.0177
198.86	2.9997
0	3.0174
0.49	3.0676
1.27	3.1178
2.29	3.168
3.37	3.2099
4.92	3.2601
6.73	3.3069
9.11	3.3572
10.1	3.3748
13.44	3.425
13.46	3.425
16.83	3.4557
20.19	3.4663
23.56	3.4747
26.92	3.4821
30.29	3.4895
33.65	3.4973
37.02	3.5053
40.38	3.5134
43.75	3.5227
47.11	3.5342
50.48	3.546
53.84	3.5584
57.21	3.5701
60.57	3.5822
63.94	3.5928
67.3	3.6042
70.67	3.6151
74.03	3.6228
77.4	3.6303
80.76	3.6374
84.13	3.6442
87.49	3.6507
90.86	3.6573
94.22	3.6638
97.59	3.6706
100.95	3.678
104.32	3.6864
107.68	3.6951
111.05	3.7044
114.41	3.7152
117.78	3.7264
121.14	3.7385
124.51	3.7512
127.87	3.7648
131.24	3.7788
134.6	3.7934
137.97	3.8079
141.33	3.8231
144.7	3.8386
148.06	3.8538
151.43	3.8693
154.79	3.8848
158.16	3.9006
161.52	3.9161
164.89	3.9326
168.26	3.949
171.62	3.9654
174.99	3.9828
178.35	4.0008
181.72	4.0187
185.08	4.0376
188.45	4.0562
191.81	4.0739
195.18	4.0916
197.89	4.0981
198.86	4.0981
0	4.0925
3.37	4.06
6.73	4.037
10.1	4.0135
13.46	3.989
16.83	3.9657
20.19	3.9446
23.56	3.926
26.92	3.9084
30.29	3.8919
33.65	3.8755
37.02	3.8597
40.38	3.8442
43.75	3.8284
47.11	3.8126
50.48	3.7968
53.84	3.7816
57.21	3.7664
60.57	3.7509
63.94	3.7366
67.3	3.722
70.67	3.7078
74.03	3.6948
77.4	3.6821
80.76	3.6703
84.13	3.6594
87.49	3.6489
90.86	3.6399
94.22	3.6309
97.59	3.6228
100.95	3.6154
104.32	3.608
107.68	3.6005
111.05	3.5934
114.41	3.5856
117.78	3.5782
121.14	3.5708
124.51	3.563
127.87	3.5553
131.24	3.5472
134.6	3.5388
137.97	3.5292
141.33	3.5181
144.7	3.5057
148.06	3.4926
151.43	3.4781
154.79	3.4675
158.16	3.4601
161.52	3.4533
164.89	3.4461
168.25	3.4387
171.62	3.4306
174.98	3.4216
178.35	3.4108
181.71	3.3937
185.08	3.3618
188.42	3.3116
188.44	3.3113
191	3.261
191.81	3.2431
193.78	3.1928
195.17	3.1516
196.6	3.1014
197.8	3.0512
198.54	3.0149
198.82	2.9991
0	3.0171
0.5	3.0679
1.28	3.1181
2.31	3.1687
3.37	3.2099
4.92	3.2601
6.73	3.3069
9.12	3.3572
10.1	3.3745
13.44	3.4247
13.46	3.425
16.83	3.4554
20.19	3.4663
23.56	3.4747
26.92	3.4821
30.29	3.4895
33.65	3.4973
37.02	3.5053
40.38	3.5134
43.75	3.5227
47.11	3.5342
50.48	3.546
53.84	3.558
57.21	3.5701
60.57	3.5819
63.94	3.5928
67.3	3.6042
70.67	3.6151
74.03	3.6232
77.4	3.6303
80.76	3.6374
84.13	3.6442
87.49	3.6507
90.86	3.6573
94.22	3.6638
97.59	3.6706
100.95	3.678
104.32	3.6864
107.68	3.6951
111.05	3.7047
114.41	3.7152
117.78	3.7261
121.14	3.7385
124.51	3.7512
127.87	3.7648
131.24	3.7788
134.6	3.7934
137.97	3.8079
141.33	3.8231
144.7	3.8386
148.06	3.8538
151.43	3.8696
154.79	3.8848
158.16	3.9006
161.52	3.9164
164.89	3.9326
168.25	3.949
171.62	3.9654
174.98	3.9828
178.35	4.0008
181.71	4.019
185.08	4.038
188.45	4.0562
191.81	4.0739
195.18	4.0919
197.88	4.0981
198.83	4.0981
0	4.0925
3.37	4.0603
6.73	4.037
10.1	4.0135
13.46	3.989
16.83	3.9657
20.19	3.945
23.56	3.926
26.92	3.9087
30.29	3.8919
33.65	3.8755
37.02	3.8597
40.38	3.8439
43.75	3.8284
47.11	3.8126
50.48	3.7968
53.84	3.7816
57.21	3.7661
60.57	3.7509
63.94	3.7363
67.3	3.7217
70.67	3.7078
74.03	3.6948
77.4	3.6821
80.76	3.67
84.13	3.6594
87.49	3.6489
90.86	3.6396
94.22	3.6309
97.59	3.6228
100.95	3.6151
104.32	3.6077
107.68	3.6005
111.05	3.5931
114.41	3.5853
117.78	3.5782
121.14	3.5708
124.51	3.563
127.87	3.5553
131.24	3.5469
134.6	3.5385
137.97	3.5289
141.33	3.5177
144.7	3.5053
148.06	3.4923
151.43	3.4781
154.79	3.4672
158.16	3.4601
161.52	3.4533
164.89	3.4461
168.25	3.4384
171.62	3.4306
174.98	3.4213
178.35	3.4105
181.71	3.3934
185.08	3.3615
188.39	3.3113
188.45	3.3103
190.99	3.2601
191.81	3.2418
193.77	3.1916
195.18	3.1501
196.59	3.0998
197.79	3.0493
198.54	3.0124
198.76	2.9994
0	3.0174
0.5	3.0676
1.27	3.1178
2.3	3.168
3.37	3.2099
4.92	3.2601
6.73	3.3069
9.11	3.3572
10.1	3.3745
13.43	3.4247
13.46	3.425
16.83	3.4557
20.19	3.4666
23.56	3.4747
26.92	3.4821
30.29	3.4895
33.65	3.4976
37.02	3.5053
40.38	3.5134
43.75	3.5227
47.11	3.5342
50.48	3.546
53.84	3.558
57.21	3.5704
60.57	3.5819
63.94	3.5928
67.3	3.6042
70.67	3.6151
74.03	3.6232
77.4	3.6306
80.76	3.6374
84.13	3.6442
87.49	3.6507
90.86	3.6573
94.22	3.6638
97.59	3.6709
100.95	3.678
104.32	3.6864
107.68	3.6951
111.05	3.7047
114.42	3.7152
117.78	3.7264
121.15	3.7385
124.51	3.7512
127.88	3.7648
131.24	3.7788
134.61	3.7934
137.97	3.8082
141.34	3.8234
144.7	3.8386
148.07	3.8541
151.43	3.8696
154.8	3.8848
158.16	3.9006
161.53	3.9164
164.89	3.9326
168.26	3.949
171.62	3.9654
174.99	3.9828
178.35	4.0008
181.72	4.019
185.08	4.0376
188.45	4.0562
191.81	4.0742
195.18	4.0919
197.88	4.0981
198.83	4.0981
0	4.0928
3.37	4.06
6.73	4.0373
10.1	4.0135
13.46	3.989
16.83	3.9657
20.19	3.945
23.56	3.926
26.92	3.9087
30.29	3.8919
33.65	3.8755
37.02	3.8597
40.38	3.8442
43.75	3.8284
47.11	3.8129
50.48	3.7971
53.84	3.7819
57.21	3.7664
60.57	3.7509
63.94	3.7366
67.3	3.722
70.67	3.7081
74.03	3.6948
77.4	3.6824
80.76	3.6703
84.13	3.6594
87.49	3.6492
90.86	3.6399
94.22	3.6309
97.59	3.6228
100.95	3.6154
104.32	3.6077
107.68	3.6005
111.05	3.5934
114.41	3.5856
117.78	3.5782
121.14	3.5708
124.51	3.563
127.87	3.5553
131.24	3.5472
134.6	3.5385
137.97	3.5292
141.33	3.5181
144.7	3.5053
148.06	3.4923
151.43	3.4781
154.79	3.4675
158.16	3.4601
161.52	3.4533
164.89	3.4461
168.25	3.4384
171.62	3.4306
174.98	3.4213
178.35	3.4105
181.71	3.3937
185.08	3.3615
188.42	3.3113
188.44	3.311
190.98	3.261
191.81	3.2428
193.77	3.1928
195.17	3.151
196.61	3.1008
197.8	3.0505
198.54	3.0146
198.8	2.9997
0	3.0174
0.5	3.0676
1.27	3.1178
2.3	3.168
3.37	3.2099
4.92	3.2601
6.73	3.3066
9.11	3.3572
10.1	3.3745
13.44	3.4247
