RBG_CYC_83755_Nw_c0_41V_40C_180416_Lowercutoff_100DOD_C5C5_0000_08_1 (269954 Points)
Cycle Number	Capacity (mAh)
857	174.98
857	178.35
857	181.71
857	185.08
857	187.51
857	188.31
857	0
857	3.37
857	6.73
857	10.1
857	13.46
857	16.83
857	20.19
857	23.56
857	26.92
857	30.29
857	33.65
857	37.02
857	40.38
857	43.75
857	47.11
857	50.48
857	53.84
857	57.21
857	60.57
857	63.94
857	67.3
857	70.67
857	74.03
857	77.4
857	80.76
857	84.13
857	87.49
857	90.86
857	94.22
857	97.59
857	100.95
857	104.32
857	107.68
857	111.05
857	114.41
857	117.78
857	121.14
857	124.51
857	127.87
857	131.24
857	134.6
857	137.97
857	141.33
857	144.7
857	148.06
857	151.43
857	154.79
857	158.16
857	161.52
857	164.89
857	168.25
857	171.62
857	174.98
857	178.17
857	178.35
857	180.8
857	181.71
857	183.61
857	185.08
857	186.42
857	187.56
857	188.3
858	0
858	0.5
858	1.28
858	2.3
858	3.37
858	4.92
858	6.73
858	9.07
858	10.1
858	13.29
858	13.46
858	16.83
858	20.19
858	23.56
858	26.92
858	30.29
858	33.65
858	37.02
858	40.38
858	43.75
858	47.11
858	50.48
858	53.84
858	57.21
858	60.57
858	63.94
858	67.3
858	70.67
858	74.03
858	77.4
858	80.76
858	84.13
858	87.49
858	90.86
858	94.22
858	97.59
858	100.95
858	104.32
858	107.68
858	111.05
858	114.41
858	117.78
858	121.14
858	124.51
858	127.87
858	131.24
858	134.6
858	137.97
858	141.33
858	144.7
858	148.06
858	151.43
858	154.79
858	158.16
858	161.52
858	164.89
858	168.25
858	171.62
858	174.98
858	178.35
858	181.71
858	185.08
858	187.5
858	188.29
858	0
858	3.37
858	6.73
858	10.1
858	13.47
858	16.84
858	20.2
858	23.57
858	26.93
858	30.3
858	33.66
858	37.02
858	40.38
858	43.75
858	47.11
858	50.48
858	53.84
858	57.21
858	60.57
858	63.94
858	67.3
858	70.67
858	74.03
858	77.4
858	80.76
858	84.13
858	87.49
858	90.86
858	94.22
858	97.59
858	100.95
858	104.32
858	107.68
858	111.05
858	114.41
858	117.78
858	121.14
858	124.51
858	127.87
858	131.24
858	134.6
858	137.97
858	141.33
858	144.7
858	148.06
858	151.43
858	154.79
858	158.16
858	161.52
858	164.89
858	168.25
858	171.62
858	174.98
858	178.16
858	178.35
858	180.79
858	181.71
858	183.6
858	185.08
858	186.42
858	187.56
858	188.25
859	0
859	0.52
859	1.3
859	2.34
859	3.37
859	4.91
859	6.73
859	9.09
859	10.1
859	13.29
859	13.46
859	16.83
859	20.19
859	23.56
859	26.92
859	30.29
859	33.65
859	37.02
859	40.38
859	43.75
859	47.11
859	50.48
859	53.84
859	57.21
859	60.57
859	63.94
859	67.3
859	70.67
859	74.03
859	77.4
859	80.76
859	84.13
859	87.49
859	90.86
859	94.22
859	97.59
859	100.95
859	104.32
859	107.68
859	111.05
859	114.41
859	117.78
859	121.14
859	124.51
859	127.87
859	131.24
859	134.6
859	137.97
859	141.33
859	144.7
859	148.06
859	151.43
859	154.79
859	158.16
859	161.52
859	164.89
859	168.25
859	171.62
859	174.98
859	178.35
859	181.71
859	185.08
859	187.42
859	188.18
859	0
859	3.37
859	6.73
859	10.1
859	13.46
859	16.83
859	20.19
859	23.56
859	26.92
859	30.29
859	33.65
859	37.02
859	40.38
859	43.75
859	47.11
859	50.48
859	53.84
859	57.21
859	60.57
859	63.94
859	67.3
859	70.67
859	74.03
859	77.4
859	80.76
859	84.13
859	87.49
859	90.86
859	94.22
859	97.59
859	100.95
859	104.32
859	107.68
859	111.05
859	114.41
859	117.78
859	121.14
859	124.51
859	127.87
859	131.24
859	134.6
859	137.97
859	141.33
859	144.7
859	148.06
859	151.43
859	154.79
859	158.16
859	161.52
859	164.89
859	168.25
859	171.62
859	174.98
859	178.14
859	178.35
859	180.78
859	181.71
859	183.58
859	185.08
859	186.39
859	187.52
859	188.24
860	0
860	0.5
860	1.28
860	2.3
860	3.37
860	4.91
860	6.73
860	9.06
860	10.1
860	13.3
860	13.46
860	16.83
860	20.19
860	23.56
860	26.92
860	30.29
860	33.65
860	37.02
860	40.38
860	43.75
860	47.11
860	50.48
860	53.84
860	57.21
860	60.57
860	63.94
860	67.3
860	70.67
860	74.03
860	77.4
860	80.76
860	84.13
860	87.49
860	90.86
860	94.22
860	97.59
860	100.95
860	104.32
860	107.68
860	111.05
860	114.41
860	117.78
860	121.14
860	124.51
860	127.87
860	131.24
860	134.6
860	137.97
860	141.33
860	144.7
860	148.06
860	151.43
860	154.79
860	158.16
860	161.52
860	164.89
860	168.25
860	171.62
860	174.98
860	178.35
860	181.71
860	185.08
860	187.46
860	188.24
860	0
860	3.37
860	6.73
860	10.1
860	13.46
860	16.83
860	20.19
860	23.56
860	26.92
860	30.29
860	33.65
860	37.02
860	40.38
860	43.75
860	47.11
860	50.48
860	53.84
860	57.21
860	60.57
860	63.94
860	67.3
860	70.67
860	74.03
860	77.4
860	80.76
860	84.13
860	87.49
860	90.86
860	94.22
860	97.59
860	100.95
860	104.32
860	107.68
860	111.05
860	114.41
860	117.78
860	121.14
860	124.51
860	127.87
860	131.24
860	134.6
860	137.97
860	141.33
860	144.7
860	148.06
860	151.43
860	154.79
860	158.16
860	161.52
860	164.89
860	168.25
860	171.62
860	174.98
860	178.14
860	178.35
860	180.77
860	182.81
860	183.16
860	184.76
860	185.08
860	186.41
860	187.52
860	188.15
861	0
861	0.52
861	1.29
861	2.33
861	3.37
861	4.89
861	6.73
861	9.07
861	10.1
861	13.3
861	13.46
861	16.83
861	20.19
861	23.56
861	26.92
861	30.29
861	33.65
861	37.02
861	40.38
861	43.75
861	47.11
861	50.48
861	53.84
861	57.21
861	60.57
861	63.94
861	67.3
861	70.67
861	74.03
861	77.4
861	80.76
861	84.13
861	87.49
861	90.86
861	94.22
861	97.59
861	100.95
861	104.32
861	107.68
861	111.05
861	114.41
861	117.78
861	121.14
861	124.51
861	127.87
861	131.24
861	134.6
861	137.97
861	144.63
861	144.7
861	148.06
861	151.43
861	154.79
861	158.16
861	161.52
861	164.89
861	168.25
861	171.62
861	174.98
861	178.35
861	181.71
861	185.08
861	187.47
861	188.26
861	0
861	3.37
861	6.73
861	10.1
861	13.46
861	16.83
861	20.19
861	23.56
861	26.92
861	30.29
861	33.65
861	37.02
861	40.38
861	43.75
861	47.11
861	50.48
861	53.84
861	57.21
861	60.57
861	63.94
861	67.3
861	70.67
861	74.03
861	77.4
861	80.76
861	84.13
861	87.49
861	90.86
861	94.22
861	97.59
861	100.95
861	104.32
861	107.68
861	111.05
861	114.41
861	117.78
861	121.14
861	124.51
861	127.87
861	131.24
861	134.6
861	137.97
861	141.33
861	144.7
861	148.06
861	151.43
861	154.79
861	158.16
861	161.52
861	164.89
861	168.25
861	171.62
861	174.98
861	178.14
861	178.35
861	180.78
861	181.71
861	183.58
861	185.08
861	186.4
861	187.53
861	188.23
862	0
862	0.5
862	1.29
862	2.31
862	3.37
862	4.92
862	6.73
862	9.06
862	10.1
862	13.29
862	13.46
862	16.83
862	20.19
862	23.56
862	26.92
862	30.29
862	33.65
862	37.02
862	40.38
862	43.75
862	47.11
862	50.48
862	53.84
862	57.21
862	60.57
862	63.94
862	67.3
862	70.67
862	74.03
862	77.4
862	80.76
862	85.37
862	87.49
862	90.86
862	94.22
862	97.59
862	100.95
862	104.32
862	107.68
862	111.05
862	114.41
862	117.78
862	121.14
862	124.51
862	127.87
862	131.24
862	134.6
862	137.97
862	141.33
862	144.7
862	148.06
862	151.43
862	154.79
862	158.16
862	161.52
862	168.25
862	171.62
862	174.98
862	178.35
862	181.71
862	185.08
862	187.41
862	188.14
862	0
862	3.37
862	6.73
862	10.1
862	13.46
862	16.83
862	20.19
862	23.56
862	26.92
862	30.29
862	33.65
862	37.02
862	40.38
862	43.75
862	47.11
862	50.48
862	53.84
862	57.21
862	60.57
862	63.94
862	67.3
862	70.67
862	74.03
862	77.4
862	80.76
862	84.13
862	87.49
862	90.86
862	94.22
862	97.59
862	100.95
862	104.32
862	107.68
862	111.05
862	114.41
862	117.78
862	121.14
862	124.51
862	127.87
862	131.24
862	134.6
862	137.97
862	141.33
862	144.7
862	148.06
862	151.43
862	154.79
862	158.16
862	161.52
862	164.89
862	168.25
862	171.62
862	174.98
862	178.14
862	178.35
862	180.76
862	181.71
862	183.58
862	185.08
862	186.4
862	187.53
862	188.19
863	0
863	0.52
863	1.3
863	2.33
863	3.37
863	4.9
863	6.73
863	9.06
863	10.1
863	13.29
863	13.46
863	16.83
863	20.19
863	23.56
863	26.92
863	30.29
863	33.65
863	37.02
863	40.38
863	43.75
863	47.11
863	50.48
863	53.84
863	57.21
863	60.57
863	63.94
863	67.3
863	70.67
863	74.03
863	77.4
863	80.76
863	84.13
863	87.49
863	90.86
863	94.22
863	97.59
863	100.95
863	104.32
863	107.68
863	111.05
863	114.41
863	117.78
863	121.14
863	124.51
863	127.87
863	131.24
863	134.6
863	137.97
863	141.33
863	144.7
863	148.06
863	151.43
863	154.79
863	158.16
863	161.52
863	164.89
863	168.25
863	171.62
863	174.98
863	178.35
863	181.71
863	185.08
863	187.44
863	188.2
863	0
863	3.37
863	6.73
863	10.1
863	13.46
863	16.83
863	20.19
863	23.56
863	26.92
863	30.29
863	33.65
863	37.02
863	40.38
863	43.75
863	47.11
863	50.48
863	53.84
863	57.21
863	60.57
863	63.94
863	67.3
863	70.67
863	74.03
863	77.4
863	80.76
863	84.13
863	87.49
863	90.86
863	94.22
863	97.59
863	100.95
863	104.32
863	107.68
863	111.05
863	114.41
863	117.78
863	121.14
863	124.51
863	127.87
863	131.24
863	134.6
863	137.97
863	141.33
863	144.7
863	148.06
863	151.43
863	154.79
863	158.16
863	161.52
863	164.89
863	168.25
863	171.62
863	174.98
863	178.1
863	178.35
863	180.76
863	181.71
863	183.56
863	185.08
863	186.39
863	187.49
863	188.08
864	0
864	0.65
864	1.51
864	2.65
864	3.37
864	4.91
864	6.73
864	9.12
864	10.1
864	13.36
864	13.46
864	16.83
864	20.19
864	23.56
864	26.92
864	30.29
864	33.65
864	37.02
864	40.38
864	43.75
864	47.11
864	50.48
864	53.84
864	57.21
864	60.57
864	63.94
864	67.3
864	70.67
864	74.03
864	77.4
864	80.76
864	84.13
864	87.49
864	90.86
864	94.22
864	97.59
864	100.95
864	104.32
864	107.68
864	111.05
864	114.41
864	117.78
864	121.14
864	124.51
864	127.87
864	131.24
864	134.6
864	137.97
864	141.33
864	144.7
864	148.06
864	151.43
864	154.79
864	158.16
864	161.52
864	164.89
864	168.25
864	171.62
864	174.98
864	178.35
864	181.71
864	185.08
864	187.33
864	188.01
864	0
864	3.37
864	6.73
864	10.1
864	13.46
864	16.83
864	20.19
864	23.56
864	26.92
864	30.29
864	33.65
864	37.02
864	40.38
864	43.75
864	47.11
864	50.48
864	53.84
864	57.23
864	60.59
864	63.96
864	67.32
864	70.69
864	74.05
864	77.42
864	80.76
864	84.13
864	87.49
864	90.86
864	94.22
864	97.6
864	100.95
864	104.32
864	107.68
864	111.05
864	114.41
864	117.78
864	121.14
864	124.51
864	127.87
864	131.24
864	134.6
864	137.97
864	141.33
864	144.7
864	148.06
864	151.43
864	154.79
864	158.16
864	161.52
864	164.89
864	168.25
864	171.62
864	174.98
864	178.12
864	178.35
864	180.78
864	181.71
864	183.58
864	185.08
864	186.39
864	187.51
864	188.16
865	0
865	0.5
865	1.29
865	2.32
865	3.37
865	4.9
865	6.73
865	9.05
865	10.1
865	13.3
865	13.46
865	16.83
865	20.19
865	23.56
865	26.92
865	30.29
865	33.65
865	37.02
865	40.38
865	43.75
865	47.11
865	50.48
865	53.84
865	57.21
865	60.57
865	63.94
865	67.3
865	70.67
865	74.03
865	77.4
865	80.76
865	84.13
865	87.49
865	90.86
865	94.22
865	97.59
865	100.95
865	104.32
865	107.68
865	111.05
865	114.41
865	117.78
865	121.14
865	124.51
865	127.87
865	131.24
865	134.6
865	137.97
865	141.33
865	144.7
865	148.06
865	151.43
865	154.79
865	158.16
865	161.52
865	164.89
865	168.25
865	171.62
865	174.98
865	178.35
865	181.71
865	185.08
865	187.42
865	188.18
865	0
865	3.37
865	6.73
865	10.1
865	13.46
865	16.83
865	20.19
865	23.56
865	26.92
865	30.29
865	33.65
865	37.02
865	40.38
865	43.75
865	47.11
865	50.48
865	53.84
865	57.21
865	60.57
865	63.94
865	67.3
865	70.67
865	74.03
865	77.4
865	80.76
865	84.13
865	87.49
865	90.86
865	94.22
865	97.59
865	100.95
865	104.32
865	107.68
865	111.05
865	114.41
865	117.78
865	121.14
865	124.51
865	127.87
865	131.24
865	134.6
865	137.97
865	141.33
865	144.7
865	148.06
865	151.43
865	154.79
865	158.16
865	161.52
865	164.89
865	168.25
865	171.62
865	174.98
865	178.11
865	178.35
865	180.77
865	181.71
865	183.58
865	185.08
865	186.39
865	187.5
865	188.14
866	0
866	0.5
866	1.28
866	2.31
866	3.37
866	4.91
866	6.73
866	9.07
866	10.1
866	13.28
866	13.46
866	16.83
866	20.19
866	23.56
866	26.92
866	30.29
866	33.65
866	37.02
866	40.38
866	43.75
866	47.11
866	50.48
866	53.84
866	57.21
866	60.57
866	63.94
866	67.3
866	70.67
866	74.03
866	77.4
866	80.76
866	84.13
866	87.49
866	90.86
866	94.22
866	97.59
866	100.95
866	104.32
866	107.68
866	111.05
866	114.41
866	117.78
866	121.14
866	124.51
866	127.87
866	131.24
866	134.6
866	137.97
866	141.33
866	144.7
866	148.06
866	151.43
866	154.79
866	158.16
866	161.52
866	164.89
866	168.25
866	171.62
866	174.98
866	178.35
866	181.71
866	185.08
866	187.41
866	188.16
866	0
866	3.37
866	6.73
866	10.1
866	13.46
866	16.83
866	20.19
866	23.56
866	26.92
866	30.29
866	33.65
866	37.02
866	40.38
866	43.75
866	47.11
866	50.48
866	53.84
866	57.21
866	60.57
866	63.94
866	67.3
866	70.67
866	74.03
866	77.4
866	80.76
866	84.13
866	87.49
866	90.86
866	94.22
866	97.59
866	100.95
866	104.32
866	107.68
866	111.05
866	114.41
866	117.78
866	121.14
866	124.51
866	127.87
866	131.24
866	134.6
866	137.97
866	141.33
866	144.7
866	148.06
866	151.43
866	154.79
866	158.16
866	161.52
866	164.89
866	168.25
866	171.62
866	174.98
866	178.11
866	178.35
866	180.78
866	181.71
866	183.58
866	185.08
866	186.38
866	187.5
866	188.15
867	0
867	0.52
867	1.31
867	2.33
867	3.37
867	4.9
867	6.73
867	9.06
867	10.1
867	13.35
867	13.46
867	16.83
867	20.19
867	23.56
867	26.92
867	30.29
867	33.65
867	37.02
867	40.38
867	43.75
867	47.11
867	50.48
867	53.84
867	57.21
867	60.57
867	63.94
867	67.3
867	70.67
867	74.03
867	77.4
867	80.76
867	84.13
867	87.49
867	90.86
867	94.22
867	97.59
867	100.95
867	104.32
867	107.68
867	111.05
867	114.41
867	117.78
867	121.14
867	124.51
867	127.87
867	131.24
867	134.6
867	137.97
867	141.33
867	144.7
867	148.06
867	151.43
867	154.79
867	158.16
867	161.52
867	164.89
867	168.25
867	171.62
867	174.98
867	178.35
867	181.71
867	185.08
867	187.41
867	188.15
867	0
867	3.37
867	6.73
867	10.1
867	13.46
867	16.83
867	20.19
867	23.56
867	26.92
867	30.29
867	33.65
867	37.02
867	40.38
867	43.75
867	47.11
867	50.48
867	53.84
867	57.21
867	60.57
867	63.94
867	67.3
867	70.67
867	74.03
867	77.4
867	80.76
867	84.13
867	87.49
867	90.86
867	94.22
867	97.59
867	100.95
867	104.32
867	107.68
867	111.05
867	114.41
867	117.78
867	121.14
867	124.51
867	127.87
867	131.24
867	134.6
867	137.97
867	141.33
867	144.7
867	148.06
867	151.43
867	154.79
867	158.16
867	161.52
867	164.89
867	168.25
867	171.62
867	174.98
867	178.11
867	178.35
867	180.75
867	181.71
867	183.57
867	185.08
867	186.38
867	187.49
867	188.12
868	0
868	0.52
868	1.3
868	2.34
868	3.37
868	4.92
868	6.73
868	9.05
868	10.1
868	13.29
868	13.46
868	16.83
868	20.19
868	23.56
868	26.92
868	30.29
868	33.65
868	37.02
868	40.38
868	43.75
868	47.11
868	50.48
868	53.84
868	57.21
868	60.57
868	63.94
868	67.3
868	70.67
868	74.03
868	77.4
868	80.76
868	84.13
868	87.49
868	90.86
868	94.22
868	97.59
868	100.95
868	104.32
868	107.68
868	111.05
868	114.41
868	117.78
868	121.14
868	124.51
868	127.87
868	131.24
868	134.6
868	137.97
868	141.33
868	144.7
868	148.06
868	151.43
868	154.79
868	158.16
868	161.52
868	164.89
868	168.25
868	171.62
868	174.98
868	178.35
868	181.71
868	185.08
868	187.34
868	188.02
868	0
868	3.37
868	6.73
868	10.1
868	13.46
868	16.83
868	20.19
868	23.56
868	26.92
868	30.29
868	33.65
868	37.02
868	40.38
868	43.75
868	47.11
868	50.48
868	53.84
868	57.21
868	60.57
868	63.94
868	67.3
868	70.67
868	74.03
868	77.4
868	80.76
868	84.13
868	87.49
868	90.86
868	94.22
868	97.59
868	100.95
868	104.32
868	107.68
868	111.05
868	114.41
868	117.78
868	121.14
868	124.51
868	127.87
868	131.24
868	134.6
868	137.97
868	141.33
868	144.7
868	148.06
868	151.43
868	154.79
868	158.16
868	161.52
868	164.89
868	168.25
868	171.62
868	174.98
868	178.08
868	178.35
868	180.73
868	181.71
868	183.56
868	185.08
868	186.38
868	187.47
868	188.03
869	0
869	0.68
869	1.53
869	2.61
869	3.37
869	4.94
869	6.73
869	9.07
869	10.1
869	13.33
869	13.46
869	16.83
869	20.19
869	23.56
869	26.92
869	30.29
869	33.65
869	37.02
869	40.38
869	43.75
869	47.11
869	50.48
869	53.84
869	57.21
869	60.57
869	63.94
869	67.3
869	70.67
869	74.03
869	77.4
869	80.76
869	84.13
869	87.49
869	90.86
869	94.22
869	97.59
869	100.95
869	104.32
869	107.68
869	111.05
869	114.41
869	117.78
869	121.14
869	124.51
869	127.87
869	131.24
869	134.6
869	137.97
869	141.33
869	144.7
869	148.06
869	151.43
869	154.79
869	158.16
869	161.52
869	164.89
869	168.25
869	171.62
869	174.98
869	178.35
869	181.71
869	185.08
869	187.32
869	188.02
869	0
869	3.37
869	6.73
869	10.1
869	13.46
869	17.78
869	20.19
869	23.56
869	26.92
869	30.29
869	33.65
869	37.02
869	40.38
869	43.76
869	47.12
869	50.49
869	53.85
869	57.22
869	60.58
869	63.95
869	67.31
869	70.68
869	74.04
869	77.41
869	80.77
869	84.14
869	87.5
869	90.87
869	94.59
869	97.59
869	100.95
869	104.32
869	107.68
869	111.05
869	114.41
869	117.78
869	121.14
869	124.51
869	127.87
869	131.24
869	134.6
869	137.97
869	141.33
869	144.7
869	148.06
869	151.43
869	154.8
869	158.16
869	161.53
869	164.89
869	168.26
869	171.62
869	174.99
869	178.12
869	178.35
869	180.75
869	181.72
869	183.57
869	185.08
869	186.39
869	187.5
869	188.1
870	0
870	0.73
870	1.59
870	2.7
870	3.38
870	4.91
870	6.73
870	9.09
870	10.1
870	13.3
870	13.46
870	16.83
870	20.19
870	23.56
870	26.92
870	30.29
870	33.65
870	37.02
870	40.38
870	43.75
870	47.11
870	50.48
870	53.84
870	57.21
870	60.57
870	63.94
870	67.3
870	70.67
870	74.03
870	77.4
870	80.76
870	84.13
870	87.49
870	90.86
870	94.22
870	97.59
870	100.95
870	104.32
870	107.68
870	113.53
870	116.89
870	117.78
870	121.14
870	124.51
870	127.87
870	131.24
870	134.6
870	137.97
870	141.34
870	144.7
870	148.07
870	151.43
870	154.8
870	158.16
870	161.53
870	164.89
870	168.26
870	171.62
870	174.99
870	178.35
870	181.72
870	185.17
870	187.34
870	188.05
870	0
870	3.37
870	6.73
870	10.1
870	13.46
870	16.83
870	20.19
870	23.56
870	26.92
870	30.29
870	33.65
870	37.02
870	40.38
870	43.75
870	47.11
870	50.48
870	53.84
870	57.21
870	60.57
870	63.94
870	67.3
870	70.67
870	74.03
870	77.4
870	80.76
870	84.13
870	87.49
870	90.86
870	94.22
870	97.59
870	100.95
870	104.32
870	107.68
870	111.05
870	114.41
870	117.78
870	121.14
870	124.51
870	127.87
870	131.24
870	134.6
870	137.97
870	141.34
870	144.7
870	148.07
870	151.43
870	154.8
870	158.16
870	161.53
870	164.89
870	168.26
870	171.62
870	174.99
870	178.08
870	178.35
870	180.76
870	181.72
870	183.57
870	185.08
870	186.38
870	187.49
870	188.09
871	0
871	0.47
871	1.21
871	1.68
871	2.8
871	3.36
871	4.9
871	5.05
871	6.73
871	8.41
871	10.09
871	11.77
871	13.45
871	15.14
871	16.82
871	18.5
871	20.18
871	21.86
871	23.54
871	25.23
871	26.91
871	28.59
871	30.27
871	31.95
871	33.63
871	35.32
871	37
871	38.68
871	40.36
871	42.04
871	43.72
871	45.41
871	47.09
871	48.77
871	50.45
871	52.13
871	53.81
871	55.5
871	57.18
871	58.86
871	60.54
871	62.22
871	63.9
871	65.59
871	67.27
871	68.95
871	70.63
871	72.31
871	73.99
871	75.68
871	77.36
871	79.04
871	80.72
871	82.4
871	84.08
871	85.77
871	87.45
871	89.13
871	90.81
871	92.49
871	94.17
871	95.86
871	97.54
871	99.22
871	100.9
871	102.58
871	104.26
871	105.95
871	107.63
871	109.31
871	110.99
871	112.67
871	114.36
871	116.04
871	117.72
871	119.4
871	121.08
871	122.76
871	124.45
871	126.13
871	127.81
871	129.49
871	131.17
871	132.85
871	134.54
871	136.22
871	137.9
871	139.58
871	141.26
871	142.94
871	144.63
871	146.31
871	147.99
871	149.67
871	151.35
871	153.03
871	154.72
871	156.4
871	158.08
871	159.76
871	161.44
871	163.12
871	164.81
871	166.49
871	168.17
871	169.85
871	171.53
871	173.21
871	174.9
871	176.58
871	178.26
871	180.94
871	182.63
871	183.3
871	184.99
871	186.67
871	188.22
871	188.45
871	0
871	1.68
871	3.36
871	5.05
871	6.73
871	8.41
871	10.09
871	11.77
871	13.45
871	15.14
871	16.82
871	18.5
871	20.18
871	21.86
871	23.54
871	25.23
871	26.91
871	28.59
871	30.27
871	31.95
871	33.63
871	35.32
871	37
871	38.68
871	40.36
871	42.04
871	45.38
871	45.41
871	47.09
871	48.77
871	50.45
871	52.13
871	53.81
871	55.5
871	57.18
871	58.86
871	60.54
871	62.22
871	65.55
871	65.59
871	67.27
871	68.95
871	70.64
871	72.32
871	74
871	75.68
871	77.36
871	79.04
871	80.73
871	82.4
871	84.08
871	85.77
871	87.45
871	89.13
871	90.81
871	92.49
871	94.17
871	95.86
871	97.54
871	99.22
871	100.9
871	102.58
871	104.26
871	105.95
871	107.63
871	109.31
871	110.99
871	112.67
871	114.35
871	116.04
871	117.72
871	119.4
871	121.08
871	122.76
871	124.44
871	126.13
871	127.81
871	129.49
871	131.17
871	132.85
871	134.53
871	136.22
871	137.9
871	139.58
871	141.26
871	142.94
871	144.63
871	146.31
871	147.99
871	149.67
871	151.35
871	153.03
871	154.72
871	156.4
871	158.08
871	159.76
871	161.44
871	163.12
871	164.81
871	166.49
871	168.17
871	169.85
871	171.53
871	173.21
871	174.9
871	176.58
871	178.26
871	179.94
871	181.62
871	183.3
871	184.99
871	186.56
871	186.67
871	187.98
871	188.35
871	189.41
871	189.59
872	0
872	0.53
872	1.32
872	1.68
872	2.79
872	3.36
872	4.91
872	6.05
872	6.73
872	8.41
872	10.1
872	11.78
872	13.46
872	15.14
872	16.82
872	18.5
872	20.18
872	21.86
872	23.54
872	25.23
872	26.91
872	28.59
872	30.27
872	31.95
872	33.63
872	35.32
872	37
872	38.68
872	40.36
872	42.04
872	43.72
872	45.41
872	47.09
872	48.77
872	50.45
872	52.13
872	53.81
872	55.5
872	57.18
872	58.86
872	60.54
872	62.22
872	63.9
872	65.59
872	67.27
872	68.95
872	70.63
872	72.31
872	73.99
872	75.68
872	77.36
872	79.04
872	80.72
872	82.4
872	84.08
872	85.77
872	87.45
872	90.3
872	90.81
872	92.49
872	94.17
872	95.86
872	97.54
872	99.22
872	100.9
872	102.58
872	104.26
872	105.95
872	107.63
872	109.31
872	110.99
872	112.67
872	114.35
872	116.04
872	117.72
872	119.4
872	121.08
872	122.76
872	124.44
872	126.13
872	127.81
872	129.49
872	131.17
872	132.85
872	134.54
872	136.22
872	137.9
872	139.58
872	141.26
872	142.94
872	144.63
872	146.31
872	147.99
872	149.67
872	151.35
872	153.03
872	154.72
872	156.4
872	158.08
872	159.76
872	161.44
872	163.12
872	164.81
872	166.49
872	168.17
872	169.85
872	171.53
872	173.21
872	174.9
872	176.58
872	178.26
872	179.94
872	181.62
872	183.3
872	184.99
872	186.67
872	188.35
872	189.47
872	0
872	1.68
872	3.36
872	5.05
872	6.73
872	8.41
872	10.09
872	11.77
872	13.45
872	15.14
872	16.82
872	18.5
872	20.18
872	21.86
872	23.54
872	25.23
872	26.91
872	28.59
872	30.27
872	31.95
872	33.63
872	35.32
872	37
872	38.68
872	40.36
872	42.04
872	43.72
872	45.41
872	47.09
872	48.77
872	50.45
872	52.13
872	53.81
872	55.5
872	57.18
872	58.86
872	60.54
872	62.22
872	63.9
872	65.59
872	67.27
872	68.95
872	70.63
872	72.31
872	73.99
872	75.68
872	77.36
872	79.04
872	80.72
872	82.4
872	84.08
872	85.77
872	87.45
872	89.13
872	90.81
872	92.49
872	94.17
872	95.86
872	97.54
872	99.22
872	100.9
872	102.58
872	104.26
872	105.95
872	107.63
872	109.31
872	110.99
872	112.67
872	114.35
872	116.04
872	117.72
872	119.4
872	121.08
872	122.76
872	124.44
872	126.13
872	127.81
872	129.49
872	131.17
872	132.85
872	134.98
872	136.22
872	137.9
872	139.58
872	141.26
872	142.94
872	144.62
872	146.31
872	147.99
872	149.67
872	151.35
872	153.03
872	154.71
872	156.4
872	158.08
872	159.76
872	161.44
872	163.12
872	164.8
872	166.49
872	168.17
872	169.85
872	171.53
872	173.21
872	174.89
872	176.58
872	178.26
872	179.94
872	181.62
872	183.3
872	184.99
872	186.55
872	186.67
872	187.97
872	188.35
872	189.37
872	189.49
873	0
873	0.58
873	1.39
873	1.68
873	2.77
873	3.36
873	4.89
873	5.05
873	6.73
873	8.41
873	10.09
873	11.77
873	13.45
873	15.14
873	16.82
873	18.5
873	20.18
873	21.86
873	23.54
873	25.23
873	26.91
873	28.59
873	31.95
873	33.63
873	35.32
873	37
873	38.68
873	40.36
873	42.04
873	43.72
873	45.41
873	47.09
873	48.77
873	50.45
873	52.13
873	53.81
873	55.5
873	57.18
873	58.86
873	60.54
873	62.22
873	63.9
873	65.59
873	67.27
873	68.95
873	70.63
873	72.31
873	73.99
873	75.68
873	77.36
873	79.04
873	80.72
873	82.4
873	84.08
873	85.77
873	87.45
873	89.13
873	90.81
873	92.49
873	94.17
873	95.86
873	97.54
873	99.22
873	100.9
873	103.46
873	104.26
873	105.95
873	107.63
873	109.31
873	110.99
873	112.67
873	114.35
873	116.04
873	117.72
873	119.4
873	121.08
873	123.64
873	124.44
873	126.13
873	127.81
873	129.94
873	131.17
873	132.85
873	134.53
873	136.22
873	137.9
873	139.58
873	141.26
873	142.94
873	144.62
873	146.31
873	147.99
873	149.67
873	151.35
873	153.03
873	154.72
873	156.85
873	158.08
873	159.76
873	161.44
873	163.12
873	164.81
873	166.49
873	168.17
873	169.85
873	171.53
873	173.21
873	174.9
873	176.58
873	178.26
873	179.94
873	181.62
873	183.93
873	185.61
873	186.67
873	188.84
873	189.52
873	0
873	1.68
873	3.36
873	5.05
873	6.73
873	8.41
873	10.09
873	11.77
873	13.45
873	15.14
873	16.82
873	18.5
873	20.18
873	21.86
873	23.54
873	25.23
873	28.56
873	30.24
873	30.28
873	31.95
873	33.63
873	35.32
873	37
873	38.68
873	40.36
873	42.04
873	43.72
873	45.41
873	47.09
873	48.77
873	50.45
873	52.13
873	53.81
873	55.5
873	57.18
873	58.86
873	60.54
873	62.22
873	63.9
873	65.59
