RBG_CYC_66824_Nw_c0_41V_40C_C10C10_170627_622BNG_VC211_100DOD_127 (155722 Points)
Time (s)	Current (mAh)
16535584	20.1
16536184	20.1
16536784	20.1
16537384	20.1
16537984	20.1
16538584	20.1
16539184	20.1
16539784	20.1
16540384	20.1
16540984	20.1
16541584	20.1
16542184	20.1
16542784	20.1
16543384	20.1
16543984	20.1
16544584	20.1
16545184	20.1
16545784	20.1
16546384	20.1
16546984	20.1
16547584	20.1
16548184	20.1
16548784	20.1
16549384	20.1
16549984	20.1
16550584	20.1
16551184	20.1
16551784	20.1
16552384	20.1
16552984	20.1
16553584	20.1
16554184	20.1
16554784	20.1
16555384	20.1
16555984	20.1
16556584	20.1
16557184	20.1
16557784	20.1
16558384	20.1
16558984	20.1
16559584	20.1
16560184	20.1
16560784	20.1
16561384	20.1
16561984	20.1
16562584	20.1
16562994	10.1
16562995	-20.1
16563595	-20.1
16564195	-20.1
16564795	-20.1
16565395	-20.1
16565995	-20.1
16566595	-20.1
16567195	-20.1
16567795	-20.1
16568395	-20.1
16568995	-20.1
16569595	-20.1
16570195	-20.1
16570795	-20.1
16571395	-20.1
16571995	-20.1
16572595	-20.1
16573195	-20.1
16573795	-20.1
16574395	-20.1
16574995	-20.1
16575595	-20.1
16576195	-20.1
16576795	-20.1
16577395	-20.1
16577995	-20.1
16578595	-20.1
16579195	-20.1
16579795	-20.1
16580395	-20.1
16580995	-20.1
16581595	-20.1
16582195	-20.1
16582795	-20.1
16583395	-20.1
16583995	-20.1
16584595	-20.1
16585195	-20.1
16585795	-20.1
16586395	-20.1
16586995	-20.1
16587595	-20.1
16588195	-20.1
16588795	-20.1
16589395	-20.1
16589995	-20.1
16590595	-20.1
16591195	-20.1
16591795	-20.1
16592395	-20.1
16592995	-20.1
16593595	-20.1
16594195	-20.1
16594795	-20.1
16595395	-20.1
16595995	-20.1
16596522	-20.1
16596595	-20.1
16597011	-20.1
16597195	-20.1
16597529	-20.1
16597795	-20.1
16598048	-20.1
16598271	-20.1
16598395	-20.1
16598569	-20.1
16598721	-20.1
16598731	-20.1
16598731	20.1
16598800	20.1
16598907	20.1
16599043	20.1
16599206	20.1
16599331	20.1
16599552	20.1
16599821	20.1
16599931	20.1
16600273	20.1
16600531	20.1
16600993	20.1
16601131	20.1
16601731	20.1
16602331	20.1
16602931	20.1
16603531	20.1
16604131	20.1
16604731	20.1
16605331	20.1
16605931	20.1
16606531	20.1
16607131	20.1
16607731	20.1
16608331	20.1
16608932	20.1
16609531	20.1
16610131	20.1
16610731	20.1
16611331	20.1
16611931	20.1
16612531	20.1
16613131	20.1
16613731	20.1
16614331	20.1
16614931	20.1
16615531	20.1
16616131	20.1
16616731	20.1
16617331	20.1
16617931	20.1
16618531	20.1
16619131	20.1
16619731	20.1
16620331	20.1
16620931	20.1
16621531	20.1
16622131	20.1
16622731	20.1
16623331	20.1
16623931	20.1
16624531	20.1
16625131	20.1
16625731	20.1
16626331	20.1
16626931	20.1
16627531	20.1
16628131	20.1
16628731	20.1
16629331	20.1
16629931	20.1
16630531	20.1
16631131	20.1
16631732	20.1
16632331	20.1
16632931	20.1
16633531	20.1
16634131	20.1
16634524	10.1
16634524	-20.1
16635124	-20.1
16635724	-20.1
16636324	-20.1
16636924	-20.1
16637524	-20.1
16638124	-20.1
16638724	-20.1
16639324	-20.1
16639924	-20.1
16640524	-20.1
16641124	-20.1
16641724	-20.1
16642324	-20.1
16642924	-20.1
16643524	-20.1
16644124	-20.1
16644724	-20.1
16645324	-20.1
16645924	-20.1
16646524	-20.1
16647124	-20.1
16647724	-20.1
16648324	-20.1
16648924	-20.1
16649524	-20.1
16650124	-20.1
16650724	-20.1
16651324	-20.1
16651924	-20.1
16652524	-20.1
16653124	-20.1
16653724	-20.1
16654324	-20.1
16654924	-20.1
16655524	-20.1
16656124	-20.1
16656724	-20.1
16657324	-20.1
16657924	-20.1
16658524	-20.1
16659124	-20.1
16659724	-20.1
16660324	-20.1
16660924	-20.1
16661524	-20.1
16662124	-20.1
16662724	-20.1
16663324	-20.1
16663924	-20.1
16664524	-20.1
16665124	-20.1
16665724	-20.1
16666324	-20.1
16666924	-20.1
16667524	-20.1
16668054	-20.1
16668124	-20.1
16668540	-20.1
16668724	-20.1
16669059	-20.1
16669324	-20.1
16669578	-20.1
16669800	-20.1
16669924	-20.1
16670099	-20.1
16670251	-20.1
16670261	-20.1
16670262	20.1
16670330	20.1
16670438	20.1
16670573	20.1
16670736	20.1
16670861	20.1
16671086	20.1
16671354	20.1
16671461	20.1
16671804	20.1
16672061	20.1
16672523	20.1
16672661	20.1
16673261	20.1
16673861	20.1
16674461	20.1
16675061	20.1
16675661	20.1
16676261	20.1
16676861	20.1
16677461	20.1
16678062	20.1
16678661	20.1
16679261	20.1
16679861	20.1
16680461	20.1
16681062	20.1
16681661	20.1
16682261	20.1
16682861	20.1
16683461	20.1
16684061	20.1
16684661	20.1
16685262	20.1
16685861	20.1
16686461	20.1
16687061	20.1
16687661	20.1
16688261	20.1
16688861	20.1
16689462	20.1
16690061	20.1
16690661	20.1
16691261	20.1
16691861	20.1
16692461	20.1
16693061	20.1
16693661	20.1
16694261	20.1
16694861	20.1
16695461	20.1
16696062	20.1
16696661	20.1
16697261	20.1
16697861	20.1
16698461	20.1
16699061	20.1
16699661	20.1
16700261	20.1
16700861	20.1
16701462	20.1
16702061	20.1
16702661	20.1
16703261	20.1
16703861	20.1
16704461	20.1
16705061	20.1
16705662	20.1
16706066	10.1
16706066	-20.1
16706666	-20.1
16707266	-20.1
16707866	-20.1
16708466	-20.1
16709066	-20.1
16709666	-20.1
16710266	-20.1
16710866	-20.1
16711466	-20.1
16712066	-20.1
16712666	-20.1
16713266	-20.1
16713866	-20.1
16714466	-20.1
16715066	-20.1
16715666	-20.1
16716266	-20.1
16716866	-20.1
16717466	-20.1
16718066	-20.1
16718666	-20.1
16719266	-20.1
16719866	-20.1
16720466	-20.1
16721066	-20.1
16721666	-20.1
16722266	-20.1
16722866	-20.1
16723466	-20.1
16724066	-20.1
16724666	-20.1
16725266	-20.1
16725866	-20.1
16726466	-20.1
16727066	-20.1
16727666	-20.1
16728266	-20.1
16728866	-20.1
16729466	-20.1
16730066	-20.1
16730666	-20.1
16731266	-20.1
16731866	-20.1
16732466	-20.1
16733066	-20.1
16733666	-20.1
16734266	-20.1
16734866	-20.1
16735466	-20.1
16736066	-20.1
16736666	-20.1
16737266	-20.1
16737866	-20.1
16738466	-20.1
16739066	-20.1
16739593	-20.1
16739666	-20.1
16740082	-20.1
16740266	-20.1
16740598	-20.1
16740866	-20.1
16741121	-20.1
16741343	-20.1
16741466	-20.1
16741641	-20.1
16741792	-20.1
16741800	-20.1
16741801	20.1
16741869	20.1
16741977	20.1
16742112	20.1
16742275	20.1
16742400	20.1
16742622	20.1
16742891	20.1
16743001	20.1
16743343	20.1
16743600	20.1
16744062	20.1
16744200	20.1
16744800	20.1
16745400	20.1
16746000	20.1
16746600	20.1
16747200	20.1
16747800	20.1
16748400	20.1
16749000	20.1
16749600	20.1
16750200	20.1
16750800	20.1
16751401	20.1
16752000	20.1
16752600	20.1
16753200	20.1
16753800	20.1
16754400	20.1
16755000	20.1
16755601	20.1
16756200	20.1
16756800	20.1
16757400	20.1
16758000	20.1
16758600	20.1
16759200	20.1
16759801	20.1
16760400	20.1
16761000	20.1
16761600	20.1
16762200	20.1
16762800	20.1
16763400	20.1
16764001	20.1
16764600	20.1
16765200	20.1
16765800	20.1
16766400	20.1
16767000	20.1
16767600	20.1
16768200	20.1
16768800	20.1
16769400	20.1
16770000	20.1
16770601	20.1
16771200	20.1
16771800	20.1
16772400	20.1
16773000	20.1
16773600	20.1
16774200	20.1
16774801	20.1
16775400	20.1
16776000	20.1
16776600	20.1
16777200	20.1
16777607	10.1
16777607	-20.1
16778207	-20.1
16778807	-20.1
16779407	-20.1
16780007	-20.1
16780607	-20.1
16781207	-20.1
16781807	-20.1
16782407	-20.1
16783007	-20.1
16783607	-20.1
16784207	-20.1
16784807	-20.1
16785407	-20.1
16786007	-20.1
16786607	-20.1
16787207	-20.1
16787807	-20.1
16788407	-20.1
16789007	-20.1
16789607	-20.1
16790207	-20.1
16790807	-20.1
16791407	-20.1
16792007	-20.1
16792607	-20.1
16793207	-20.1
16793807	-20.1
16794407	-20.1
16795007	-20.1
16795607	-20.1
16796207	-20.1
16796807	-20.1
16797407	-20.1
16798007	-20.1
16798607	-20.1
16799207	-20.1
16799807	-20.1
16800407	-20.1
16801007	-20.1
16801607	-20.1
16802207	-20.1
16802807	-20.1
16803407	-20.1
16804007	-20.1
16804607	-20.1
16805207	-20.1
16805807	-20.1
16806407	-20.1
16807007	-20.1
16807607	-20.1
16808207	-20.1
16808807	-20.1
16809407	-20.1
16810007	-20.1
16810607	-20.1
16811129	-20.1
16811207	-20.1
16811620	-20.1
16811807	-20.1
16812139	-20.1
16812407	-20.1
16812660	-20.1
16812878	-20.1
16813007	-20.1
16813178	-20.1
16813315	-20.1
16813315	20.1
16813383	20.1
16813490	20.1
16813626	20.1
16813788	20.1
16813915	20.1
16814138	20.1
16814407	20.1
16814515	20.1
16814859	20.1
16815115	20.1
16815578	20.1
16815715	20.1
16816315	20.1
16816915	20.1
16817515	20.1
16818115	20.1
16818715	20.1
16819315	20.1
16819915	20.1
16820515	20.1
16821115	20.1
16821715	20.1
16822315	20.1
16822915	20.1
16823515	20.1
16824115	20.1
16824715	20.1
16825315	20.1
16825915	20.1
16826515	20.1
16827115	20.1
16827715	20.1
16828315	20.1
16828915	20.1
16829515	20.1
16830115	20.1
16830715	20.1
16831315	20.1
16831915	20.1
16832515	20.1
16833115	20.1
16833715	20.1
16834315	20.1
16834915	20.1
16835515	20.1
16836115	20.1
16836715	20.1
16837315	20.1
16837915	20.1
16838515	20.1
16839115	20.1
16839715	20.1
16840315	20.1
16840915	20.1
16841515	20.1
16842115	20.1
16842715	20.1
16843315	20.1
16843915	20.1
16844515	20.1
16845115	20.1
16845715	20.1
16846315	20.1
16846915	20.1
16847515	20.1
16848115	20.1
16848715	20.1
16849079	10.1
16849079	-20.1
16849679	-20.1
16850279	-20.1
16850879	-20.1
16851479	-20.1
16852079	-20.1
16852679	-20.1
16853279	-20.1
16853879	-20.1
16854479	-20.1
16855079	-20.1
16855679	-20.1
16856279	-20.1
16856879	-20.1
16857479	-20.1
16858079	-20.1
16858679	-20.1
16859279	-20.1
16859879	-20.1
16860479	-20.1
16861079	-20.1
16861679	-20.1
16862279	-20.1
16862879	-20.1
16863479	-20.1
16864079	-20.1
16864679	-20.1
16865279	-20.1
16865879	-20.1
16866479	-20.1
16867079	-20.1
16867679	-20.1
16868279	-20.1
16868879	-20.1
16869479	-20.1
16870079	-20.1
16870679	-20.1
16871279	-20.1
16871879	-20.1
16872479	-20.1
16873079	-20.1
16873679	-20.1
16874279	-20.1
16874879	-20.1
16875479	-20.1
16876079	-20.1
16876679	-20.1
16877279	-20.1
16877879	-20.1
16878479	-20.1
16879079	-20.1
16879679	-20.1
16880279	-20.1
16880879	-20.1
16881479	-20.1
16882079	-20.1
16882600	-20.1
16882679	-20.1
16883092	-20.1
16883279	-20.1
16883607	-20.1
16883879	-20.1
16884130	-20.1
16884350	-20.1
16884479	-20.1
16884651	-20.1
16884792	-20.1
16884792	20.1
16884860	20.1
16884968	20.1
16885103	20.1
16885266	20.1
16885392	20.1
16885615	20.1
16885884	20.1
16885992	20.1
16886336	20.1
16886592	20.1
16887057	20.1
16887192	20.1
16887792	20.1
16888392	20.1
16888992	20.1
16889592	20.1
16890192	20.1
16890792	20.1
16891392	20.1
16891992	20.1
16892592	20.1
16893192	20.1
16893792	20.1
16894392	20.1
16894992	20.1
16895592	20.1
16896192	20.1
16896792	20.1
16897392	20.1
16897992	20.1
16898592	20.1
16899192	20.1
16899792	20.1
16900392	20.1
16900992	20.1
16901592	20.1
16902192	20.1
16902792	20.1
16903392	20.1
16903992	20.1
16904592	20.1
16905192	20.1
16905792	20.1
16906392	20.1
16906992	20.1
16907592	20.1
16908192	20.1
16908792	20.1
16909392	20.1
16909992	20.1
16910592	20.1
16911192	20.1
16911792	20.1
16912392	20.1
16912992	20.1
16913592	20.1
16914192	20.1
16914792	20.1
16915392	20.1
16915992	20.1
16916592	20.1
16917192	20.1
16917792	20.1
16918392	20.1
16918992	20.1
16919592	20.1
16920192	20.1
16920576	10.1
16920576	-20.1
16921176	-20.1
16921776	-20.1
16922376	-20.1
16922976	-20.1
16923576	-20.1
16924176	-20.1
16924776	-20.1
16925376	-20.1
16925976	-20.1
16926576	-20.1
16927176	-20.1
16927776	-20.1
16928376	-20.1
16928976	-20.1
16929576	-20.1
16930176	-20.1
16930776	-20.1
16931376	-20.1
16931976	-20.1
16932576	-20.1
16933176	-20.1
16933776	-20.1
16934376	-20.1
16934976	-20.1
16935576	-20.1
16936176	-20.1
16936776	-20.1
16937376	-20.1
16937976	-20.1
16938576	-20.1
16939176	-20.1
16939776	-20.1
16940376	-20.1
16940976	-20.1
16941576	-20.1
16942176	-20.1
16942776	-20.1
16943376	-20.1
16943976	-20.1
16944576	-20.1
16945176	-20.1
16945776	-20.1
16946376	-20.1
16946976	-20.1
16947576	-20.1
16948176	-20.1
16948776	-20.1
16949376	-20.1
16949976	-20.1
16950576	-20.1
16951176	-20.1
16951776	-20.1
16952376	-20.1
16952976	-20.1
16953576	-20.1
16954095	-20.1
16954176	-20.1
16954590	-20.1
16954776	-20.1
16955103	-20.1
16955376	-20.1
16955626	-20.1
16955845	-20.1
16955976	-20.1
16956148	-20.1
16956282	-20.1
16956282	20.1
16956349	20.1
16956457	20.1
16956592	20.1
16956755	20.1
16956882	20.1
16957106	20.1
16957375	20.1
16957482	20.1
16957825	20.1
16958082	20.1
16958543	20.1
16958682	20.1
16959282	20.1
16959882	20.1
16960482	20.1
16961082	20.1
16961682	20.1
16962282	20.1
16962882	20.1
16963482	20.1
16964082	20.1
16964682	20.1
16965282	20.1
16965882	20.1
16966482	20.1
16967082	20.1
16967682	20.1
16968282	20.1
16968882	20.1
16969482	20.1
16970082	20.1
16970682	20.1
16971282	20.1
16971882	20.1
16972482	20.1
16973082	20.1
16973682	20.1
16974282	20.1
16974882	20.1
16975482	20.1
16976082	20.1
16976682	20.1
16977282	20.1
16977882	20.1
16978482	20.1
16979082	20.1
16979682	20.1
16980282	20.1
16980882	20.1
16981482	20.1
16982082	20.1
16982682	20.1
16983282	20.1
16983882	20.1
16984482	20.1
16985082	20.1
16985682	20.1
16986282	20.1
16986882	20.1
16987482	20.1
16988082	20.1
16988682	20.1
16989282	20.1
16989882	20.1
16990482	20.1
16991082	20.1
16991682	20.1
16992045	10.1
16992045	-20.1
16992645	-20.1
16993245	-20.1
16993845	-20.1
16994445	-20.1
16995045	-20.1
16995645	-20.1
16996245	-20.1
16996845	-20.1
16997445	-20.1
16998045	-20.1
16998645	-20.1
16999245	-20.1
16999845	-20.1
17000445	-20.1
17001045	-20.1
17001645	-20.1
17002245	-20.1
17002845	-20.1
17003445	-20.1
17004045	-20.1
17004645	-20.1
17005245	-20.1
17005845	-20.1
17006445	-20.1
17007045	-20.1
17007645	-20.1
17008245	-20.1
17008845	-20.1
17009445	-20.1
17010045	-20.1
17010645	-20.1
17011245	-20.1
17011845	-20.1
17012445	-20.1
17013045	-20.1
17013645	-20.1
17014245	-20.1
17014845	-20.1
17015445	-20.1
17016045	-20.1
17016645	-20.1
17017245	-20.1
17017845	-20.1
17018445	-20.1
17019045	-20.1
17019645	-20.1
17020245	-20.1
17020845	-20.1
17021445	-20.1
17022045	-20.1
17022645	-20.1
17023245	-20.1
17023845	-20.1
17024445	-20.1
17025045	-20.1
17025564	-20.1
17025645	-20.1
17026054	-20.1
17026245	-20.1
17026571	-20.1
17026845	-20.1
17027094	-20.1
17027312	-20.1
17027445	-20.1
17027614	-20.1
17027741	-20.1
17027742	20.1
17027809	20.1
17027916	20.1
17028052	20.1
17028215	20.1
17028342	20.1
17028565	20.1
17028833	20.1
17028942	20.1
17029283	20.1
17029542	20.1
17030002	20.1
17030142	20.1
17030742	20.1
17031342	20.1
17031942	20.1
17032542	20.1
17033142	20.1
17033742	20.1
17034342	20.1
17034942	20.1
17035542	20.1
17036142	20.1
17036742	20.1
17037342	20.1
17037942	20.1
17038542	20.1
17039142	20.1
17039742	20.1
17040342	20.1
17040942	20.1
17041542	20.1
17042142	20.1
17042742	20.1
17043342	20.1
17043942	20.1
17044542	20.1
17045142	20.1
17045742	20.1
17046342	20.1
17046942	20.1
17047542	20.1
17048142	20.1
17048742	20.1
17049342	20.1
17049942	20.1
17050542	20.1
17051142	20.1
17051742	20.1
17052342	20.1
17052942	20.1
17053542	20.1
17054142	20.1
17054742	20.1
17055342	20.1
17055942	20.1
17056542	20.1
17057142	20.1
17057742	20.1
17058342	20.1
17058942	20.1
17059542	20.1
17060142	20.1
17060742	20.1
17061342	20.1
17061942	20.1
17062542	20.1
17063142	20.1
17063509	10.1
17063509	-20.1
17064109	-20.1
17064709	-20.1
17065309	-20.1
17065909	-20.1
17066509	-20.1
17067109	-20.1
17067709	-20.1
17068309	-20.1
17068909	-20.1
17069509	-20.1
17070109	-20.1
17070709	-20.1
17071309	-20.1
17071909	-20.1
17072509	-20.1
17073109	-20.1
17073709	-20.1
17074309	-20.1
17074909	-20.1
17075509	-20.1
17076109	-20.1
17076709	-20.1
17077309	-20.1
17077909	-20.1
17078509	-20.1
17079109	-20.1
17079709	-20.1
17080309	-20.1
17080909	-20.1
17081509	-20.1
17082109	-20.1
17082709	-20.1
17083309	-20.1
17083909	-20.1
17084509	-20.1
17085109	-20.1
17085709	-20.1
17086309	-20.1
17086909	-20.1
17087509	-20.1
17088109	-20.1
17088709	-20.1
17089309	-20.1
17089909	-20.1
17090509	-20.1
17091109	-20.1
17091709	-20.1
17092309	-20.1
17092909	-20.1
17093509	-20.1
17094109	-20.1
17094709	-20.1
17095309	-20.1
17095909	-20.1
17096509	-20.1
17097025	-20.1
17097109	-20.1
17097517	-20.1
17097709	-20.1
17098031	-20.1
17098309	-20.1
17098557	-20.1
17098775	-20.1
17098909	-20.1
17099077	-20.1
17099199	-20.1
17099199	20.1
17099266	20.1
17099374	20.1
17099509	20.1
17099672	20.1
17099799	20.1
17100020	20.1
17100289	20.1
17100399	20.1
17100741	20.1
17100999	20.1
17101465	20.1
17101599	20.1
17102199	20.1
17102799	20.1
17103399	20.1
17103999	20.1
17104599	20.1
17105199	20.1
17105799	20.1
17106399	20.1
17106999	20.1
17107599	20.1
17108199	20.1
17108799	20.1
17109399	20.1
17109999	20.1
17110599	20.1
17111199	20.1
17111799	20.1
17112399	20.1
17112999	20.1
17113599	20.1
17114199	20.1
17114799	20.1
17115399	20.1
17115999	20.1
17116599	20.1
17117199	20.1
17117799	20.1
17118399	20.1
17118999	20.1
17119599	20.1
17120199	20.1
17120799	20.1
17121399	20.1
17121999	20.1
17122599	20.1
17123199	20.1
17123799	20.1
17124399	20.1
17124999	20.1
17125599	20.1
17126199	20.1
17126799	20.1
17127399	20.1
17127999	20.1
17128599	20.1
17129199	20.1
17129799	20.1
17130399	20.1
17130999	20.1
17131599	20.1
17132199	20.1
17132799	20.1
17133399	20.1
17133999	20.1
17134599	20.1
17134945	10.1
17134945	-20.1
17135545	-20.1
17136145	-20.1
17136745	-20.1
17137345	-20.1
17137945	-20.1
17138545	-20.1
17139145	-20.1
17139745	-20.1
17140345	-20.1
17140945	-20.1
17141545	-20.1
17142145	-20.1
17142745	-20.1
17143345	-20.1
17143945	-20.1
17144545	-20.1
17145145	-20.1
17145745	-20.1
17146345	-20.1
17146945	-20.1
17147545	-20.1
17148145	-20.1
17148745	-20.1
17149345	-20.1
17149945	-20.1
17150545	-20.1
17151145	-20.1
17151745	-20.1
17152345	-20.1
17152945	-20.1
17153545	-20.1
17154145	-20.1
17154745	-20.1
17155345	-20.1
17155945	-20.1
17156545	-20.1
17157145	-20.1
17157745	-20.1
17158345	-20.1
17158945	-20.1
17159545	-20.1
17160145	-20.1
17160745	-20.1
17161345	-20.1
17161945	-20.1
17162545	-20.1
17163145	-20.1
17163745	-20.1
17164345	-20.1
17164945	-20.1
17165545	-20.1
17166145	-20.1
17166745	-20.1
17167345	-20.1
17167945	-20.1
17168456	-20.1
17168545	-20.1
17168949	-20.1
17169145	-20.1
17169467	-20.1
17169745	-20.1
17169992	-20.1
17170206	-20.1
17170345	-20.1
17170510	-20.1
17170616	-20.1
17170617	20.1
17170684	20.1
17170791	20.1
17170926	20.1
17171089	20.1
17171216	20.1
17171440	20.1
17171710	20.1
17171816	20.1
17172159	20.1
17172416	20.1
17172879	20.1
17173016	20.1
17173616	20.1
17174216	20.1
17174816	20.1
17175416	20.1
17176016	20.1
17176616	20.1
17177216	20.1
17177816	20.1
17178416	20.1
17179016	20.1
17179616	20.1
17180216	20.1
17180817	20.1
17181416	20.1
17182016	20.1
17182616	20.1
17183216	20.1
17183816	20.1
17184416	20.1
17185016	20.1
17185616	20.1
17186216	20.1
17186816	20.1
17187416	20.1
17188016	20.1
17188616	20.1
17189216	20.1
17189816	20.1
17190416	20.1
17191016	20.1
17191617	20.1
17192216	20.1
17192816	20.1
17193416	20.1
17194016	20.1
17194616	20.1
17195216	20.1
17195816	20.1
17196416	20.1
17197016	20.1
17197616	20.1
17198216	20.1
17198816	20.1
17199416	20.1
17200016	20.1
17200616	20.1
17201216	20.1
17201816	20.1
17202416	20.1
17203017	20.1
17203616	20.1
17204216	20.1
17204816	20.1
17205416	20.1
17206016	20.1
17206349	10.1
17206349	-20.1
17206949	-20.1
17207549	-20.1
17208149	-20.1
17208749	-20.1
17209349	-20.1
17209949	-20.1
17210549	-20.1
17211149	-20.1
17211749	-20.1
17212349	-20.1
17212949	-20.1
17213549	-20.1
17214149	-20.1
17214749	-20.1
17215349	-20.1
17215949	-20.1
17216549	-20.1
17217149	-20.1
17217749	-20.1
17218349	-20.1
17218949	-20.1
17219549	-20.1
17220149	-20.1
17220749	-20.1
17221349	-20.1
17221949	-20.1
17222549	-20.1
17223149	-20.1
17223749	-20.1
17224349	-20.1
17224949	-20.1
17225549	-20.1
17226149	-20.1
17226749	-20.1
17227349	-20.1
17227949	-20.1
17228549	-20.1
17229149	-20.1
17229749	-20.1
17230349	-20.1
17230949	-20.1
17231549	-20.1
17232149	-20.1
17232749	-20.1
17233349	-20.1
17233949	-20.1
17234549	-20.1
17235149	-20.1
17235749	-20.1
17236349	-20.1
17236949	-20.1
17237549	-20.1
17238149	-20.1
17238749	-20.1
17239349	-20.1
17239861	-20.1
17239949	-20.1
17240357	-20.1
17240549	-20.1
17240873	-20.1
17241149	-20.1
17241396	-20.1
17241611	-20.1
17241749	-20.1
17241916	-20.1
17242023	-20.1
17242024	20.1
17242091	20.1
17242199	20.1
17242334	20.1
17242497	20.1
17242624	20.1
17242846	20.1
17243115	20.1
17243223	20.1
17243568	20.1
17243823	20.1
17244288	20.1
17244423	20.1
17245023	20.1
17245623	20.1
17246223	20.1
17246823	20.1
17247423	20.1
17248023	20.1
17248624	20.1
17249223	20.1
17249823	20.1
17250423	20.1
17251023	20.1
17251623	20.1
17252223	20.1
17252823	20.1
17253423	20.1
17254023	20.1
17254624	20.1
17255223	20.1
17255823	20.1
17256423	20.1
17257023	20.1
17257623	20.1
17258223	20.1
17258823	20.1
17259424	20.1
17260023	20.1
17260623	20.1
17261223	20.1
17261823	20.1
17262423	20.1
17263023	20.1
17263624	20.1
17264223	20.1
17264823	20.1
17265423	20.1
17266023	20.1
17266623	20.1
17267223	20.1
17267823	20.1
17268423	20.1
17269023	20.1
17269624	20.1
17270223	20.1
17270823	20.1
17271423	20.1
17272023	20.1
17272623	20.1
17273223	20.1
17273823	20.1
17274423	20.1
17275023	20.1
17275624	20.1
17276223	20.1
17276823	20.1
17277423	20.1
17277751	10.1
17277751	-20.1
17278351	-20.1
17278951	-20.1
17279551	-20.1
17280151	-20.1
17280751	-20.1
17281351	-20.1
17281951	-20.1
17282551	-20.1
17283151	-20.1
17283751	-20.1
17284351	-20.1
17284951	-20.1
17285551	-20.1
17286151	-20.1
17286751	-20.1
17287351	-20.1
17287951	-20.1
17288551	-20.1
17289151	-20.1
17289751	-20.1
17290351	-20.1
17290951	-20.1
17291551	-20.1
17292151	-20.1
17292751	-20.1
17293351	-20.1
17293951	-20.1
17294551	-20.1
17295151	-20.1
17295751	-20.1
17296351	-20.1
17296951	-20.1
17297551	-20.1
17298151	-20.1
17298751	-20.1
17299351	-20.1
17299951	-20.1
17300551	-20.1
17301151	-20.1
17301751	-20.1
17302351	-20.1
17302951	-20.1
17303551	-20.1
17304151	-20.1
17304751	-20.1
17305351	-20.1
17305951	-20.1
17306551	-20.1
17307151	-20.1
17307751	-20.1
17308351	-20.1
17308951	-20.1
17309551	-20.1
17310151	-20.1
17310751	-20.1
17311258	-20.1
17311351	-20.1
17311758	-20.1
17311951	-20.1
17312271	-20.1
17312551	-20.1
17312796	-20.1
17313008	-20.1
17313151	-20.1
17313314	-20.1
17313404	-20.1
17313404	20.1
17313472	20.1
17313580	20.1
17313715	20.1
17313879	20.1
17314004	20.1
17314225	20.1
17314494	20.1
17314604	20.1
17314947	20.1
17315204	20.1
17315665	20.1
17315804	20.1
17316404	20.1
17317004	20.1
17317604	20.1
17318204	20.1
17318804	20.1
17319404	20.1
17320004	20.1
17320604	20.1
17321204	20.1
17321804	20.1
17322404	20.1
17323004	20.1
17323604	20.1
17324204	20.1
17324804	20.1
17325404	20.1
17326004	20.1
17326604	20.1
17327204	20.1
17327804	20.1
17328404	20.1
17329004	20.1
17329604	20.1
17330204	20.1
17330804	20.1
17331404	20.1
17332004	20.1
17332604	20.1
17333204	20.1
17333804	20.1
17334404	20.1
17335004	20.1
17335604	20.1
17336204	20.1
17336804	20.1
17337404	20.1
17338004	20.1
17338604	20.1
17339204	20.1
17339804	20.1
17340404	20.1
17341004	20.1
17341604	20.1
17342204	20.1
17342804	20.1
17343404	20.1
17344004	20.1
17344604	20.1
17345204	20.1
17345804	20.1
17346404	20.1
17347004	20.1
17347604	20.1
17348204	20.1
17348804	20.1
17349109	10.1
17349109	-20.1
17349709	-20.1
17350309	-20.1
17350909	-20.1
17351509	-20.1
17352109	-20.1
17352709	-20.1
17353309	-20.1
17353909	-20.1
17354509	-20.1
17355109	-20.1
17355709	-20.1
17356309	-20.1
17356909	-20.1
17357509	-20.1
17358109	-20.1
17358709	-20.1
17359309	-20.1
17359909	-20.1
17360509	-20.1
17361109	-20.1
17361709	-20.1
17362309	-20.1
17362909	-20.1
17363509	-20.1
17364109	-20.1
17364709	-20.1
17365309	-20.1
17365909	-20.1
17366509	-20.1
17367109	-20.1
17367709	-20.1
17368309	-20.1
17368909	-20.1
17369509	-20.1
17370109	-20.1
17370709	-20.1
17371309	-20.1
17371909	-20.1
17372509	-20.1
17373109	-20.1
17373709	-20.1
17374309	-20.1
17374909	-20.1
17375509	-20.1
17376109	-20.1
17376709	-20.1
17377309	-20.1
17377909	-20.1
17378509	-20.1
17379109	-20.1
17379709	-20.1
17380309	-20.1
17380909	-20.1
17381509	-20.1
17382109	-20.1
17382619	-20.1
17382709	-20.1
17383112	-20.1
17383309	-20.1
17383629	-20.1
17383909	-20.1
17383909	-20.1
17384149	-20.1
17384360	-20.1
17384509	-20.1
17384672	-20.1
17384746	-20.1
17384746	20.1
17384815	20.1
17384922	20.1
17385058	20.1
17385221	20.1
17385346	20.1
17385567	20.1
17385836	20.1
17385946	20.1
17386289	20.1
17386546	20.1
17387008	20.1
17387146	20.1
17387746	20.1
17388346	20.1
17388946	20.1
17389546	20.1
17390146	20.1
17390746	20.1
17391346	20.1
17391946	20.1
17392546	20.1
17393146	20.1
17393746	20.1
17394346	20.1
17394946	20.1
