1.620061,0
0.969783,0.4334154
0.843477,0.86683079
0.772477,1.30024618
0.720944,1.73075275
0.682006,2.16416814
0.649953,2.59758353
0.622145,3.03099892
0.597374,3.46441432
0.57509,3.89782971
0.554814,4.3312451
0.536239,4.7646605
0.519059,5.19807589
0.503136,5.62858245
0.488279,6.06199785
0.474283,6.49541324
0.461131,6.92882863
0.448707,7.36224403
0.436924,7.79565942
0.425691,8.22907481
0.414967,8.6624902
0.404721,9.0959056
0.394952,9.52932099
0.385579,9.96273638
0.376553,10.39324295
0.367873,10.82665834
0.359555,11.26007373
0.351514,11.69348913
0.343772,12.12690452
0.336271,12.56031991
0.329024,12.99373531
0.32205,13.42424187
0.31523,13.85765726
0.308654,14.29107266
0.302274,14.72448805
0.296106,15.15790344
0.290123,15.59131883
0.28429,16.02473423
0.278638,16.45814962
0.273154,16.89156501
0.267822,17.32498041
0.262645,17.75548697
0.257631,18.18890236
0.247991,19.05573315
0.238904,19.92256394
0.230386,20.78939472
0.222497,21.65622551
0.215484,22.52305629
0.209797,23.38988708
0.204188,25.12063982
0.199019,31.18263767
0.193599,37.68095973
0.188087,42.01220483
0.183022,45.04320375
0.177185,48.07420268
0.171901,50.67178621
0.16658,53.27227856
0.161214,55.86986209
0.15615,58.47035445
0.150884,61.50135337
0.145861,64.96576769
0.140514,68.86068857
0.135389,72.32801175
0.130361,75.79242605
0.125091,80.98759305
0.119939,88.34692825
0.114929,94.84234155
0.111969,105.3141229
0.110694,115.7859042
0.109557,126.2576855
0.108414,136.7294668
0.107152,147.2012481
0.105656,157.6730294
0.103552,168.1448107
0.100345,178.616592
0.09529,187.5990533
0.090088,193.2363622
0.084821,197.5676073
0.079571,202.7656832
0.077862,213.2374645
0.077476,223.7092458
0.077042,234.1810271
0.076613,244.6528084
0.07616,255.1245898
0.075678,265.5963711
0.075165,276.0681524
0.074599,286.5399337
0.073863,297.011715
0.072847,307.4834963
0.071091,317.9552776
0.067346,328.4270589
0.062172,335.719491
0.057049,340.0507361
0.051908,343.0788262
0.046024,345.6764098
0.039732,347.8434867
0.033632,349.5742395
0.028407,350.8744856
0.022704,352.1747318
0.016736,353.4720692
0.010946,354.7723154
0.005885,356.0696527
0.004451,356.5030681
